<doc id="bv_doc_id__32" document_title="Ministerialentwurf 1920" created_not_before="1920-02-07" created_not_after="1920-02-07" creation_year="1920" state_of_correction="text_correct" document_type="Typoskript" text_type="Verfassungsentwurf" dataset="Gesetzestexte & Entwürfe" attrs="word lemma type">
<p>
<g/>
(
<g/>
2)Eine
Aenderung	Aenderung	Nom				Fem		Sing						
des	der	Gen	Def			Neut		Sing			Art			
Bundesge-bieDas	Bundesge-bieDas	Gen				Neut		Sing						
Bundesgebiet	Bundesgebiet	Nom				Neut		Sing						
steht	stehen						Ind	Sing	3				Pres	Fin
unter	unter													
dem	der	Dat	Def			Masc		Sing			Art			
Schutze	Schutz	Dat				Masc		Sing						
des	der	Gen	Def			Masc		Sing			Art			
Bundes	Bund	Gen				Masc		Sing						
<g/>
.
</p>
<p>
<g/>
(
<g/>
3)Abgesehen
von	von													
solchen	solcher	Dat				Fem		Plur			Ind			
Gebietsveränderungen	Gebietsveränderung	Dat				Fem		Plur						
<g/>
,
die	der	Nom				Fem		Plur			Rel			
unmittelbar	unmittelbar			Pos										
durch	durch													
Staatsvertrag	Staatsvertrag	Acc				Masc		Sing						
herbeigeführt	herbeiführen													Part
werden	werden						Ind	Plur	3				Pres	Fin
<g/>
,
<g/>
(
Artikel	Artikel	Dat				Masc		Sing						
der	der	Gen	Def			Fem		Sing			Art			
Bundesverfassung	Bundesverfassung	Gen				Fem		Sing						
<g/>
)
kann	können						Ind	Sing	3				Pres	Fin
eine	ein	Nom	Ind			Fem		Sing			Art			
Aenderung	Aenderung	Nom				Fem		Sing						
des	der	Gen	Def			Neut		Sing			Art			
Bundesgebietes	Bundesgebiet	Gen				Neut		Sing						
<g/>
,
die	der	Nom				Fem		Sing			Rel			
zugleich	zugleich													
Aenderung	Aenderung	Nom				Fem		Sing						
eines	ein	Gen	Ind			Neut		Sing			Art			
Landesgebietes	Landesgebiet	Gen				Neut		Sing						
ist	sein						Ind	Sing	3				Pres	Fin
<g/>
,
ebenso	ebenso													
die	der	Nom	Def			Fem		Sing			Art			
Aenderung	Aenderung	Nom				Fem		Sing						
einer	ein	Gen	Ind			Fem		Sing			Art			
Landesgrenze	Landesgrenze	Gen				Fem		Sing						
innerhalb	innerhalb													
des	der	Gen	Def			Neut		Sing			Art			
Bundesgebietes	Bundesgebiet	Gen				Neut		Sing						
nur	nur													
durch	durch													
übereinstimmende	übereinstimmend	Acc		Pos		Neut		Plur						
Verfassungsgesetze	Verfassungsgesetz	Acc				Neut		Plur						
des	der	Gen	Def			Masc		Sing			Art			
Bundes	Bund	Gen				Masc		Sing						
und	und													
des	der	Gen	Def			Neut		Sing			Art			
desjenigen	desjenigen	Gen				Neut		Sing			Dem			
Landes	Land	Gen				Neut		Sing						
erfolgen	erfolgen													Inf
<g/>
,
dessen	der	Gen				Masc		Sing			Rel			
Gebiet	Gebiet	Nom				Neut		Sing						
eine	ein	Acc	Ind			Fem		Sing			Art			
Aenderung	Aenderung	Acc				Fem		Sing						
erfährt	erfahren						Ind	Sing	3				Pres	Fin
<g/>
.
</p>
<head>
Artikel	Artikel	Nom				Masc		Sing						
4	4													
</head>
<p>
<g/>
(
<g/>
1)Das
Bundesgebiet	Bundesgebiet	Nom				Neut		Sing						
bildet	bilden						Ind	Sing	3				Pres	Fin
ein	ein	Acc	Ind			Neut		Sing			Art			
einheitliches	einheitlich	Acc		Pos		Neut		Sing						
Währungs-	Währung													
Wirtschafts-	Wirtschaft													
und	und													
Zollgebiet	Zollgebiet	Acc				Neut		Sing						
<g/>
.
</p>
<p>
<g/>
(
<g/>
2)Innerhalb
der	der	Gen	Def			Fem		Plur			Art			
Grenzen	Grenze	Gen				Fem		Plur						
des	der	Gen	Def			Masc		Sing			Art			
Bundes	Bund	Gen				Masc		Sing						
dürfen	dürfen						Ind	Plur	3				Pres	Fin
keinerlei	keinerlei										Ind			
Zwischenzollinien	Zwischenzollinie	Nom				Fem		Plur						
oder	oder													
sonstige	sonstig	Nom		Pos		Fem		Plur						
Verkehrsbeschränkungen	Verkehrsbeschränkung	Nom				Fem		Plur						
errichtet	errichten													Part
werden	werden													Inf
<g/>
.
</p>
<head>
Artikel	Artikel	Nom				Masc		Sing						
5	5													
</head>
<p>
<g/>
(
<g/>
1)Jeder
Landesbürger	Landesbürger	Nom				Masc		Sing						
ist	sein						Ind	Sing	3				Pres	Fin
Angehöriger	Angehöriger	Nom				Masc		Sing						
des	der	Gen	Def			Masc		Sing			Art			
Bundes	Bund	Gen				Masc		Sing						
<g/>
.
</p>
<p>
<g/>
(
<g/>
2)Die
Landesbürgerschaft	Landesbürgerschaft	Nom				Fem		Sing						
ist	sein						Ind	Sing	3				Pres	Fin
an	an													
die	der	Acc	Def			Fem		Sing			Art			
Heimatberechtigung	Heimatberechtigung	Acc				Fem		Sing						
eines	ein	Gen	Ind			Neut		Sing			Art			
Landes	Land	Gen				Neut		Sing						
gebunden	binden													Part
<g/>
.
</p>
<head>
Artikel	Artikel	Nom				Masc		Sing						
6	6													
</head>
<p>
Jeder	jeder	Nom				Masc		Sing			Ind			
Bundesangehörige	Bundesangehörige	Nom				Masc		Sing						
hat	haben						Ind	Sing	3				Pres	Fin
in	in													
jedem	jeder	Dat				Neut		Sing			Ind			
Lande	Land	Dat				Neut		Sing						
des	der	Gen	Def			Masc		Sing			Art			
Bundes	Bund	Gen				Masc		Sing						
die	der	Acc	Def					Plur			Art			
gleichen	gleich	Acc		Pos				Plur						
Rechte	Recht	Acc				Neut		Plur						
und	und													
Pflichten	Pflicht	Acc				Fem		Plur						
wie	wie													
die	der	Nom	Def			Masc		Plur			Art			
Bürger	Bürger	Nom				Masc		Plur						
des	der	Gen	Def			Neut		Sing			Art			
Landes	Land	Gen				Neut		Sing						
selbst	selbst													
<g/>
.
</p>
<head>
Artikel	Artikel	Nom				Masc		Sing						
7	7													
</head>
<p>
Die	der	Nom	Def			Fem		Sing			Art			
deutsche	deutsch	Nom		Pos		Fem		Sing						
Sprache	Sprache	Nom				Fem		Sing						
ist	sein						Ind	Sing	3				Pres	Fin
<g/>
,
unbeschadet	unbeschadet			Pos										
der	der	Gen	Def			Neut		Plur			Art			
den	der	Dat	Def			Fem		Plur			Art			
sprachlichen	sprachlich	Dat		Pos		Fem		Plur						
Minderheiten	Minderheit	Dat				Fem		Plur						
gesetzlich	gesetzlich			Pos										
eingeräumten	eingeräumt	Gen		Pos		Neut		Plur						
Rechte	Recht	Gen				Neut		Plur						
<g/>
,
die	der	Nom	Def			Fem		Sing			Art			
Staatssprache	Staatssprache	Nom				Fem		Sing						
der	der	Gen	Def			Fem		Sing			Art			
Republik	Republik	Gen				Fem		Sing						
<g/>
.
</p>
<head>
Artikel	Artikel	Nom				Masc		Sing						
8	8													
</head>
<p>
Die	der	Nom	Def			Fem		Sing			Art			
Flagge	Flagge	Nom				Fem		Sing						
der	der	Gen	Def			Fem		Sing			Art			
Republik	Republik	Gen				Fem		Sing						
besteht	bestehen						Ind	Sing	3				Pres	Fin
aus	aus													
drei	drei													
gleichbreiten	gleichbreit	Dat		Pos		Masc		Plur						
wagrechten	wagrecht	Dat		Pos		Masc		Plur						
Streifen	Streife	Dat				Masc		Plur						
<g/>
,
von	von													
denen	der	Dat				Masc		Plur			Rel			
der	der	Nom	Def			Masc		Sing			Art			
mittlere	mittlerer	Nom		Pos		Masc		Sing						
weiss	weiss	Nom				Masc		Sing						
<g/>
,
der	der	Nom	Def			Masc		Sing			Art			
obere	oberer	Nom		Pos		Masc		Sing						
und	und													
untere	unterer	Nom		Pos		Masc		Sing						
rot	rot			Pos										
ist	sein						Ind	Sing	3				Pres	Fin
<g/>
.
</p>
<head>
Artikel	Artikel	Nom				Masc		Sing						
9	9													
</head>
<p>
<g/>
(
<g/>
1)Das
Staatswappen	Staatswappen	Nom				Neut		Sing						
der	der	Gen	Def			Fem		Sing			Art			
Republik	Republik	Gen				Fem		Sing						
stellt	stellen						Ind	Sing	3				Pres	Fin
einen	ein	Acc	Ind			Masc		Sing			Art			
freischwebenden	freischwebend	Acc		Pos		Masc		Sing						
einköpfigen	einköpfig	Acc		Pos		Masc		Sing						
<g/>
,
schwarzen	schwarz	Acc		Pos		Masc		Sing						
goldig	goldig			Pos										
bewaffneten	bewaffnet	Acc		Pos		Masc		Sing						
und	und													
rotbezungten	rotbezungt	Acc		Pos		Masc		Sing						
Adler	Adler	Acc				Masc		Sing						
dar	dar													
<g/>
,
dessen	dessen	Gen				Masc		Sing			Rel			
Brust	Brust	Nom				Fem		Sing						
mit	mit													
einem	ein	Dat	Ind			Neut		Sing			Art			
roten	rot	Dat		Pos		Neut		Sing						
<g/>
,
von	von													
einem	ein	Dat	Ind			Masc		Sing			Art			
silbernen	silbern	Dat		Pos		Masc		Sing						
Querbalken	Querbalken	Dat				Masc		Sing						
durchzogenen	durchzogen	Dat		Pos		Neut		Sing						
Schildchen	Schildchen	Dat				Neut		Sing						
belegt	belegen													Part
ist	sein						Ind	Sing	3				Pres	Fin
<g/>
.
Der	der	Nom	Def			Masc		Sing			Art			
Adler	Adler	Nom				Masc		Sing						
trägt	tragen						Ind	Sing	3				Pres	Fin
auf	auf													
dem	der	Dat	Def			Neut		Sing			Art			
Haupte	Haupt	Dat				Neut		Sing						
eine	ein	Acc	Ind			Fem		Sing			Art			
goldene	golden	Acc		Pos		Fem		Sing						
Mauerkrone	Mauerkrone	Acc				Fem		Sing						
mit	mit													
drei	drei													
sichtbaren	sichtbar	Dat		Pos		Fem		Plur						
Zinnen	Zinne	Dat				Fem		Plur						
<g/>
,
im	in	Dat				Masc		Sing						
rechten	rechter	Dat		Pos		Masc		Sing						
Fange	Fange	Dat				Masc		Sing						
eine	ein	Acc	Ind			Fem		Sing			Art			
goldene	golden	Acc		Pos		Fem		Sing						
Sichel	Sichel	Acc				Fem		Sing						
mit	mit													
einwärts	einwärts													
gekehrter	gekehrt	Dat		Pos		Fem		Sing						
Schneide	Schneide	Dat				Fem		Sing						
<g/>
,
im	in	Dat				Masc		Sing						
linken	linker	Dat		Pos		Masc		Sing						
Fange	Fang	Dat				Masc		Sing						
einen	ein	Acc	Ind			Masc		Sing			Art			
goldenen	golden	Acc		Pos		Masc		Sing						
Hammer	Hammer	Acc				Masc		Sing						
<g/>
.
</p>
<p>
<g/>
(
<g/>
2)Das
Staatssiegel	Staatssiegel	Nom				Neut		Sing						
weist	weisen						Ind	Sing	3				Pres	Fin
das	der	Acc	Def			Neut		Sing			Art			
Staatswappen	Staatswappen	Acc				Neut		Sing						
<g/>
:
<g/>
"
Republik	Republik	Nom				Fem		Sing						
Oesterreich	Oesterreich	Nom				Neut		Sing						
<g/>
"
auf	auf													
<g/>
.
</p>
<head>
Artikel	Artikel	Nom				Masc		Sing						
10	10													
</head>
<p>
Alle	aller	Nom						Plur			Ind			
Behörden	Behörde	Nom				Fem		Plur						
und	und													
Aemter	Aemter	Nom				Masc		Plur						
im	in	Dat				Neut		Sing						
Bundesgebiete	Bundesgebiet	Dat				Neut		Sing						
sind	sein						Ind	Plur	3				Pres	Fin
im	in	Dat				Masc		Sing						
Rahmen	Rahmen	Dat				Masc		Sing						
ihres	ihr	Gen				Masc		Sing		Yes	Prs			
Wirkungskreises	Wirkungskreis	Gen				Masc		Sing						
zur	zu	Dat				Fem		Sing						
wechselseitigen	wechselseitig	Dat		Pos		Fem		Sing						
Hilfeleistung	Hilfeleistung	Dat				Fem		Sing						
verpflichtet	verpflichten													Part
<g/>
.
</p>
<head>
Artikel	Artikel	Nom				Masc		Sing						
11	11													
</head>
<p>
Der	der	Dat	Def			Fem		Sing			Art			
Gesetzgebung	Gesetzgebung	Dat				Fem		Sing						
und	und													
Vollziehung	Vollziehung	Dat				Fem		Sing						
des	der	Gen	Def			Masc		Sing			Art			
Bundes	Bund	Gen				Masc		Sing						
ist	sein						Ind	Sing	3				Pres	Fin
<g/>
übertragen:1.)die
auswärtigen	auswärtig	Acc		Pos		Fem		Plur						
Angelegenheiten	Angelegenheit	Acc				Fem		Plur						
mit	mit													
Einschluss	Einschluss	Dat				Masc		Sing						
der	der	Gen	Def			Fem		Sing			Art			
politischen	politisch	Gen		Pos		Fem		Sing						
und	und													
wirtschaftlichen	wirtschaftlich	Gen		Pos		Fem		Sing						
Vertretung	Vertretung	Gen				Fem		Sing						
gegenüber	gegenüber													
dem	der	Dat	Def			Neut		Sing			Art			
Auslande	Ausland	Dat				Neut		Sing						
<g/>
;
die	der	Acc	Def			Fem		Sing			Art			
Grenzvermarkung	Grenzvermarkung	Acc				Fem		Sing						
<g/>
;
die	der	Acc	Def			Fem		Sing			Art			
Regelung	Regelung	Acc				Fem		Sing						
des	der	Gen	Def			Masc		Sing			Art			
Waren-	Ware													
und	und													
Viehverkehres	Viehverkehr	Gen				Masc		Sing						
mit	mit													
dem	der	Dat	Def			Neut		Sing			Art			
Auslande	Ausland	Dat				Neut		Sing						
<g/>
;
das	der	Acc	Def			Neut		Sing			Art			
Zollwesen;2.)die	Zollwesen;2.)die													
Regelung	Regelung	Acc				Fem		Sing						
und	und													
Ueberwachung	Ueberwachung	Acc				Fem		Sing						
des	der	Gen	Def			Masc		Sing			Art			
Eintrittes	Eintritt	Gen				Masc		Sing						
in	in													
das	der	Acc	Def			Neut		Sing			Art			
Bundesgebiet	Bundesgebiet	Acc				Neut		Sing						
und	und													
des	der	Gen	Def			Masc		Sing			Art			
Austrittes	Austritt	Gen				Masc		Sing						
aus	aus													
diesem	dieser	Dat				Masc		Sing			Dem			
<g/>
;
das	der	Acc	Def			Neut		Sing			Art			
Ein-	Ein													
und	und													
Auswanderungswesen	Auswanderungswesen	Acc				Neut		Sing						
<g/>
;
die	der	Acc	Def			Fem		Sing			Art			
Abschiebung	Abschiebung	Acc				Fem		Sing						
<g/>
,
Abschaffung	Abschaffung	Acc				Fem		Sing						
<g/>
,
Ausweisung	Ausweisung	Acc				Fem		Sing						
und	und													
Auslieferung	Auslieferung	Acc				Fem		Sing						
aus	aus													
dem	der	Dat	Def			Neut		Sing			Art			
Bundesgebiet	Bundesgebiet	Dat				Neut		Sing						
sowie	sowie													
die	der	Acc	Def			Fem		Sing			Art			
Durchlieferung;3.)die	Durchlieferung;3.)die	Acc				Fem		Sing						
Wahlen	Wahl	Acc				Fem		Plur						
zum	zu	Dat				Masc		Sing						
Bundestag	Bundestag	Dat				Masc		Sing						
und	und													
die	der	Acc	Def			Fem		Sing			Art			
Wahl	Wahl	Acc				Fem		Sing						
des	der	Gen	Def			Masc		Sing			Art			
Bundespräsidenten	Bundespräsident	Gen				Masc		Sing						
<g/>
,
die	der	Acc	Def			Fem		Sing			Art			
Durchführung	Durchführung	Acc				Fem		Sing						
von	von													
Volksabstimmungen	Volksabstimmung	Dat				Fem		Plur						
im	in	Dat				Neut		Sing						
ganzen	ganz	Dat		Pos		Neut		Sing						
Bundesgebiete	Bundesgebiet	Dat				Neut		Sing						
sowie	sowie													
die	der	Acc	Def			Fem		Sing			Art			
Einrichtung	Einrichtung	Acc				Fem		Sing						
und	und													
Führung	Führung	Acc				Fem		Sing						
der	der	Gen	Def			Fem		Plur			Art			
<g/>
Bürgerlisten;4.)die
Bundesfinanzen	Bundesfinanz	Acc				Fem		Plur						
<g/>
,
insbesondere	insbesondere													
die	der	Acc	Def			Fem		Plur			Art			
öffentlichen	öffentlich	Acc		Pos		Fem		Plur						
Abgaben	Abgabe	Acc				Fem		Plur						
<g/>
,
die	der	Nom				Fem		Plur			Rel			
ausschliesslich	ausschliesslich			Pos										
oder	oder													
teilweise	teilweise													
für	für													
den	der	Acc	Def			Masc		Sing			Art			
Bund	Bund	Acc				Masc		Sing						
einzuheben	einheben													Inf
sind	sein						Ind	Plur	3				Pres	Fin
<g/>
;
das	der	Acc	Def			Neut		Sing			Art			
Monopolwesen	Monopolwesen	Acc				Neut		Sing						
<g/>
;
die	der	Acc	Def			Fem		Sing			Art			
Regelung	Regelung	Acc				Fem		Sing						
<g/>
,
welche	welcher	Nom				Fem		Plur			Int			
Abgaben	Abgabe	Nom				Fem		Plur						
demBunde	demBunde	Dat				Masc		Sing						
und	und													
den	der	Dat	Def			Neut		Plur			Art			
Ländern	Land	Dat				Neut		Plur						
zustehen	zustehen						Ind	Plur	3				Pres	Fin
<g/>
;
die	der	Acc	Def			Fem		Sing			Art			
Regelung	Regelung	Acc				Fem		Sing						
der	der	Gen	Def			Fem		Sing			Art			
Anteilnahme	Anteilnahme	Gen				Fem		Sing						
der	der	Gen	Def			Neut		Plur			Art			
Länder	Land	Gen				Neut		Plur						
an	an													
den	der	Dat	Def			Fem		Plur			Art			
Einnahmen	Einnahme	Dat				Fem		Plur						
des	der	Gen	Def			Masc		Sing			Art			
Bundes	Bund	Gen				Masc		Sing						
und	und													
die	der	Acc	Def			Fem		Sing			Art			
Regelung	Regelung	Acc				Fem		Sing						
der	der	Gen	Def			Masc		Plur			Art			
Beiträge	Beitrag	Gen				Masc		Plur						
und	und													
Zuschüsse	Zuschuß	Gen				Masc		Plur						
aus	aus													
Bundesmitteln	Bundesmittel	Dat				Neut		Plur						
zu	zu													
den	der	Dat	Def			Fem		Plur			Art			
Ausgaben	Ausgabe	Dat				Fem		Plur						
der	der	Gen	Def			Neut		Plur			Art			
Länder;5.)das	Länder;5.)das													
Geld-	Geld													
<g/>
,
Kredit-	Kredit													
<g/>
,
Börse-	Börse													
und	und													
Bankwesen	Bankwesen	Acc				Neut		Sing						
<g/>
;
das	der	Acc	Def			Neut		Sing			Art			
Mass-	Mass													
<g/>
,
Gewichts-	Gewicht													
<g/>
,
Normen-	Normen-													
und	und													
Punzierungswesen;6.)das	Punzierungswesen;6.)das	Acc				Neut		Sing						
Zivil-	Zivil													
und	und													
Strafrechtswesen	Strafrechtswesen	Acc				Neut		Sing						
<g/>
,
einschliesslich	einschliesslich			Pos										
des	der	Gen	Def			Neut		Sing			Art			
wirtschaftlichen	wirtschaftlich	Gen		Pos		Neut		Sing						
Assoziationswesens	Assoziationswesen	Gen				Neut		Sing						
<g/>
,
jedoch	jedoch													
mit	mit													
Ausschluss	Ausschluss	Dat				Masc		Sing						
der	der	Gen	Def			Fem		Sing			Art			
Ehegesetzgebung	Ehegesetzgebung	Gen				Fem		Sing						
<g/>
;
die	der	Acc	Def			Fem		Sing			Art			
Justizpflege	Justizpflege	Acc				Fem		Sing						
<g/>
;
das	der	Nom	Def			Neut		Sing			Art			
Verwaltungsstrafrecht	Verwaltungsstrafrecht	Nom				Neut		Sing						
in	in													
Angelegenheiten	Angelegenheit	Dat				Fem		Plur						
<g/>
,
deren	der	Gen				Fem		Plur			Rel			
Vollziehung	Vollziehung	Nom				Fem		Sing						
dem	der	Dat	Def			Masc		Sing			Art			
Bunde	Bund	Dat				Masc		Sing						
zusteht	zustehen						Ind	Sing	3				Pres	Fin
<g/>
;
die	der	Nom	Def			Fem		Sing			Art			
Verwaltungsgerichtsbarkeit	Verwaltungsgerichtsbarkeit	Acc				Fem		Sing						
<g/>
;
das	der	Acc	Def			Neut		Sing			Art			
Urheberrecht	Urheberrecht	Acc				Neut		Sing						
<g/>
;
die	der	Acc	Def			Fem		Sing			Art			
Bekämpfung	Bekämpfung	Acc				Fem		Sing						
des	der	Gen	Def			Masc		Sing			Art			
unlauteren	unlauter	Gen		Pos		Masc		Sing						
Wettbewerbes	Wettbewerb	Gen				Masc		Sing						
<g/>
;
das	der	Acc	Def			Neut		Sing			Art			
Patentwesen	Patentwesen	Acc				Neut		Sing						
sowie	sowie													
den	der	Acc	Def			Masc		Sing			Art			
Marken-	Marke													
und	und													
Musterschutz	Musterschutz	Acc				Masc		Sing						
<g/>
;
die	der	Nom	Def			Fem		Sing			Art			
Enteignung	Enteignung	Nom				Fem		Sing						
<g/>
,
soweit	soweit													
sie	sie	Nom				Fem		Sing	3		Prs			
nicht	nicht													
Angelegenheiten	Angelegenheit	Acc				Fem		Plur						
betrifft	betreffen						Ind	Sing	3				Pres	Fin
<g/>
,
die	der	Nom				Fem		Plur			Rel			
in	in													
den	der	Acc	Def			Masc		Sing			Art			
Wirkungskreis	Wirkungskreis	Acc				Masc		Sing						
der	der	Gen	Def			Neut		Plur			Art			
Länder	Land	Gen				Neut		Plur						
fallen	fallen						Ind	Plur	3				Pres	Fin
<g/>
;
die	der	Acc	Def			Fem		Plur			Art			
Angelegenheiten	Angelegenheit	Acc				Fem		Plur						
der	der	Gen	Def			Masc		Plur			Art			
Notare	Notar	Gen				Masc		Plur						
<g/>
,
der	der	Gen	Def			Masc		Plur			Art			
Rechtsanwälte	Rechtsanwalt	Gen				Masc		Plur						
und	und													
verwandter	verwandt	Gen		Pos		Masc		Plur						
