<doc id="bv_doc_id__39" attrs="word lemma type">
Protokoll	bv_doc_id__39_d28e307
Zu	bv_doc_id__39_d28e519
Beginn	bv_doc_id__39_d28e521
der	bv_doc_id__39_d28e523
Verhandlungen	bv_doc_id__39_d28e526
entscheidet	bv_doc_id__39_d28e528
sich	bv_doc_id__39_d28e530
der	bv_doc_id__39_d28e532
Unterausschuß	bv_doc_id__39_d28e534
für	bv_doc_id__39_d28e536
eine	bv_doc_id__39_d28e539
artikelweise	bv_doc_id__39_d28e541
Durchberatung	bv_doc_id__39_d28e543
des	bv_doc_id__39_d28e545
Verfassungsentwurfes	bv_doc_id__39_d28e547
unter	bv_doc_id__39_d28e549
Berücksichtigung	bv_doc_id__39_d28e552
der	bv_doc_id__39_d28e554
in	bv_doc_id__39_d28e556
den	bv_doc_id__39_d28e558
letzten	bv_doc_id__39_d28e560
Tagen	bv_doc_id__39_d28e562
gefaßten	bv_doc_id__39_d28e565
Parteibeschlüsse	bv_doc_id__39_d28e567
<g/>
,	
der	bv_doc_id__39_d28e571
Hinpritätsvoten	bv_doc_id__39_d28e573
und	bv_doc_id__39_d28e575
der	bv_doc_id__39_d28e578
von	bv_doc_id__39_d28e580
der	bv_doc_id__39_d28e582
Staatshanzlei	bv_doc_id__39_d28e584
ausgearbeiteten	bv_doc_id__39_d28e586
Uebergangsbestimmungen	bv_doc_id__39_d28e588
<g/>
.	
Der	bv_doc_id__39_d28e593
Vorzitzende	bv_doc_id__39_d28e595
stellt	bv_doc_id__39_d28e597
fest	bv_doc_id__39_d28e599
<g/>
,	
daß	bv_doc_id__39_d28e604
zu	bv_doc_id__39_d28e606
Artikell	bv_doc_id__39_d28e608
keine	bv_doc_id__39_d28e610
weiteren	bv_doc_id__39_d28e612
Anträge	bv_doc_id__39_d28e614
vorliegen	bv_doc_id__39_d28e617
<g/>
,	
zum	bv_doc_id__39_d28e621
Artikel	bv_doc_id__39_d28e623
2	bv_doc_id__39_d28e625
wünschen	bv_doc_id__39_d28e627
zwar	bv_doc_id__39_d28e630
Vertreter	bv_doc_id__39_d28e632
des	bv_doc_id__39_d28e634
Burgenlandes	bv_doc_id__39_d28e636
gehört	bv_doc_id__39_d28e638
zu	bv_doc_id__39_d28e640
werden	bv_doc_id__39_d28e643
<g/>
,	
doch	bv_doc_id__39_d28e647
stimmt	bv_doc_id__39_d28e649
der	bv_doc_id__39_d28e651
Ausschuß	bv_doc_id__39_d28e653
bei	bv_doc_id__39_d28e656
<g/>
,	
daß	bv_doc_id__39_d28e660
hiezu	bv_doc_id__39_d28e662
keine	bv_doc_id__39_d28e664
sachliche	bv_doc_id__39_d28e666
Notwendigkeit	bv_doc_id__39_d28e669
vorliegt	bv_doc_id__39_d28e671
<g/>
.	
Hingegen	bv_doc_id__39_d28e675
entwickelt	bv_doc_id__39_d28e677
sich	bv_doc_id__39_d28e679
eine	bv_doc_id__39_d28e682
längere	bv_doc_id__39_d28e684
Rechselrede	bv_doc_id__39_d28e686
über	bv_doc_id__39_d28e688
den	bv_doc_id__39_d28e690
Vorgang	bv_doc_id__39_d28e692
bei	bv_doc_id__39_d28e695
der	bv_doc_id__39_d28e697
Teilung	bv_doc_id__39_d28e699
Niederösterreichs	bv_doc_id__39_d28e701
<g/>
.	
Ein	bv_doc_id__39_d28e705
Vorschlag	bv_doc_id__39_d28e708
Dr	bv_doc_id__39_d28e710
<g/>
.	
D	bv_doc_id__39_d28e714
an	bv_doc_id__39_d28e716
ne	bv_doc_id__39_d28e718
ber	bv_doc_id__39_d28e721
gs	bv_doc_id__39_d28e723
Rjeg	bv_doc_id__39_d28e725
und	bv_doc_id__39_d28e727
das	bv_doc_id__39_d28e729
Burgenland	bv_doc_id__39_d28e731
gemeinsam	bv_doc_id__39_d28e734
in	bv_doc_id__39_d28e736
einem	bv_doc_id__39_d28e738
Absatz	bv_doc_id__39_d28e740
zu	bv_doc_id__39_d28e742
behandeln	bv_doc_id__39_d28e744
wird	bv_doc_id__39_d28e747
abgelehnt	bv_doc_id__39_d28e749
<g/>
.	
Nach	bv_doc_id__39_d28e753
längerer	bv_doc_id__39_d28e755
Wechselrede	bv_doc_id__39_d28e757
<g/>
,	
an	bv_doc_id__39_d28e762
der	bv_doc_id__39_d28e764
sich	bv_doc_id__39_d28e766
außer	bv_doc_id__39_d28e768
dem	bv_doc_id__39_d28e770
Vorsitzenden	bv_doc_id__39_d28e773
u	bv_doc_id__39_d28e775
<g/>
.	
dem	bv_doc_id__39_d28e779
Präsidenten	bv_doc_id__39_d28e781
S	bv_doc_id__39_d28e783
ei	bv_doc_id__39_d28e786
t2	bv_doc_id__39_d28e788
auch	bv_doc_id__39_d28e790
die	bv_doc_id__39_d28e792
Abgeordneten	bv_doc_id__39_d28e794
Clessin	bv_doc_id__39_d28e796
<g/>
,	
Dr	bv_doc_id__39_d28e801
<g/>
.	
Danneberg	bv_doc_id__39_d28e805
und	bv_doc_id__39_d28e807
Dr	bv_doc_id__39_d28e809
<g/>
.	
Seipel	bv_doc_id__39_d28e814
beteiligen	bv_doc_id__39_d28e816
<g/>
,	
wird	bv_doc_id__39_d28e820
in	bv_doc_id__39_d28e822
Absatz	bv_doc_id__39_d28e825
2	bv_doc_id__39_d28e827
des	bv_doc_id__39_d28e829
Artikels	bv_doc_id__39_d28e831
2	bv_doc_id__39_d28e833
das	bv_doc_id__39_d28e835
mund	bv_doc_id__39_d28e838
Hiengestrichen	bv_doc_id__39_d28e840
<g/>
,	
so	bv_doc_id__39_d28e844
daß	bv_doc_id__39_d28e846
er	bv_doc_id__39_d28e848
mit	bv_doc_id__39_d28e851
den	bv_doc_id__39_d28e853
Horten	bv_doc_id__39_d28e855
»firel	bv_doc_id__39_d28e857
und	bv_doc_id__39_d28e859
Vararlbergschließt	bv_doc_id__39_d28e861
<g/>
;	
dem	bv_doc_id__39_d28e866
Artikel	bv_doc_id__39_d28e868
3	bv_doc_id__39_d28e870
wird	bv_doc_id__39_d28e872
als	bv_doc_id__39_d28e874
letzter	bv_doc_id__39_d28e877
Absatz	bv_doc_id__39_d28e879
folgendes	bv_doc_id__39_d28e881
gemäß	bv_doc_id__39_d28e883
eines	bv_doc_id__39_d28e885
Verschlages	bv_doc_id__39_d28e887
Hrof	bv_doc_id__39_d28e890
<g/>
.	
Dr	bv_doc_id__39_d28e894
<g/>
.	
kel	bv_doc_id__39_d28e898
s	bv_doc_id__39_d28e900
ens	bv_doc_id__39_d28e903
hinzugefügt	bv_doc_id__39_d28e905
<g/>
:	
»	bv_doc_id__39_d28e909
<g/>
(	
3	bv_doc_id__39_d28e913
<g/>
)	
Ein	bv_doc_id__39_d28e918
selbständiges	bv_doc_id__39_d28e920
Land	bv_doc_id__39_d28e922
Wien	bv_doc_id__39_d28e924
kann	bv_doc_id__39_d28e926
gebildet	bv_doc_id__39_d28e929
werden	bv_doc_id__39_d28e931
<g/>
.	
durch	bv_doc_id__39_d28e935
Beschluß	bv_doc_id__39_d28e937
des	bv_doc_id__39_d28e939
Wiener	bv_doc_id__39_d28e942
Gemeindezglgs	bv_doc_id__39_d28e944
und	bv_doc_id__39_d28e946
ein	bv_doc_id__39_d28e948
mil	bv_doc_id__39_d28e950
ihm	bv_doc_id__39_d28e952
übereinstimmendes	bv_doc_id__39_d28e955
Gegetz	bv_doc_id__39_d28e957
des	bv_doc_id__39_d28e959
Landes	bv_doc_id__39_d28e961
Niederöaterreich	bv_doc_id__39_d28e963
<g/>
.	
«	bv_doc_id__39_d28e968
Die	bv_doc_id__39_d28e970
systematische	bv_doc_id__39_d28e972
Eingliederung	bv_doc_id__39_d28e974
in	bv_doc_id__39_d28e976
den	bv_doc_id__39_d28e978
Artikel	bv_doc_id__39_d28e981
3	bv_doc_id__39_d28e983
erfolgte	bv_doc_id__39_d28e985
<g/>
,	
da	bv_doc_id__39_d28e989
es	bv_doc_id__39_d28e991
sich	bv_doc_id__39_d28e994
um	bv_doc_id__39_d28e996
eine	bv_doc_id__39_d28e998
Ausnahme	bv_doc_id__39_d28e1000
von	bv_doc_id__39_d28e1002
der	bv_doc_id__39_d28e1004
allgemeinen	bv_doc_id__39_d28e1007
Regel	bv_doc_id__39_d28e1009
für	bv_doc_id__39_d28e1011
die	bv_doc_id__39_d28e1013
Bildung	bv_doc_id__39_d28e1015
neuer	bv_doc_id__39_d28e1017
Länder	bv_doc_id__39_d28e1020
handelt	bv_doc_id__39_d28e1022
<g/>
,	
Präsident	bv_doc_id__39_d28e1026
seitz	bv_doc_id__39_d28e1028
bemerkt	bv_doc_id__39_d28e1030
jedoch	bv_doc_id__39_d28e1033
<g/>
,	
daß	bv_doc_id__39_d28e1037
eine	bv_doc_id__39_d28e1039
bindende	bv_doc_id__39_d28e1041
Erklärung	bv_doc_id__39_d28e1043
vor	bv_doc_id__39_d28e1046
Rücksprache	bv_doc_id__39_d28e1048
mit	bv_doc_id__39_d28e1050
dem	bv_doc_id__39_d28e1052
Bürgermeister	bv_doc_id__39_d28e1054
von	bv_doc_id__39_d28e1056
Hien	bv_doc_id__39_d28e1059
nicht	bv_doc_id__39_d28e1061
abgegeben	bv_doc_id__39_d28e1063
werden	bv_doc_id__39_d28e1065
kann	bv_doc_id__39_d28e1067
<g/>
.	
Auch	bv_doc_id__39_d28e1072
wird	bv_doc_id__39_d28e1074
<g/>
.	
»ie	bv_doc_id__39_d28e1078
Dr	bv_doc_id__39_d28e1080
<g/>
.	
Da	bv_doc_id__39_d28e1085
n	bv_doc_id__39_d28e1087
ne	bv_doc_id__39_d28e1089
ber	bv_doc_id__39_d28e1091
g	bv_doc_id__39_d28e1093
mitteilt	bv_doc_id__39_d28e1095
<g/>
,	
der	bv_doc_id__39_d28e1100
Hiener	bv_doc_id__39_d28e1102
Gemeinderat	bv_doc_id__39_d28e1104
über	bv_doc_id__39_d28e1106
die	bv_doc_id__39_d28e1108
Angelegenheit	bv_doc_id__39_d28e1111
am	bv_doc_id__39_d28e1113
kommenden	bv_doc_id__39_d28e1115
Freitag	bv_doc_id__39_d28e1117
eine	bv_doc_id__39_d28e1119
Plenarsitzung	bv_doc_id__39_d28e1121
abhalten	bv_doc_id__39_d28e1124
<g/>
.	
Auf	bv_doc_id__39_d28e1128
Antrag	bv_doc_id__39_d28e1130
des	bv_doc_id__39_d28e1132
Letzteren	bv_doc_id__39_d28e1134
erhält	bv_doc_id__39_d28e1137
Absatz	bv_doc_id__39_d28e1139
2	bv_doc_id__39_d28e1141
des	bv_doc_id__39_d28e1143
Artikels	bv_doc_id__39_d28e1145
3	bv_doc_id__39_d28e1147
à	bv_doc_id__39_d28e1150
folgende	bv_doc_id__39_d28e1152
Fassung	bv_doc_id__39_d28e1154
<g/>
;	
»	bv_doc_id__39_d28e1158
<g/>
(	
2	bv_doc_id__39_d28e1163
<g/>
)	
Innerhalb	bv_doc_id__39_d28e1167
der	bv_doc_id__39_d28e1169
Granzen	bv_doc_id__39_d28e1171
des	bv_doc_id__39_d28e1173
Bundes	bv_doc_id__39_d28e1176
3	bv_doc_id__39_d28e1180
dürfen	bv_doc_id__39_d28e1185
keinerlei	bv_doc_id__39_d28e1187
Zwischenzellinien	bv_doc_id__39_d28e1189
oder	bv_doc_id__39_d28e1191
senstige	bv_doc_id__39_d28e1193
Verkehrsbeschränkungen	bv_doc_id__39_d28e1196
errichtet	bv_doc_id__39_d28e1198
werden	bv_doc_id__39_d28e1200
<g/>
.	
«	bv_doc_id__39_d28e1204
Zu	bv_doc_id__39_d28e1206
diesem	bv_doc_id__39_d28e1209
Beschluß	bv_doc_id__39_d28e1211
verliest	bv_doc_id__39_d28e1213
Hin	bv_doc_id__39_d28e1215
<g/>
.	
Rat	bv_doc_id__39_d28e1219
Dr	bv_doc_id__39_d28e1222
<g/>
.	
Froehi	bv_doc_id__39_d28e1226
ch	bv_doc_id__39_d28e1228
die	bv_doc_id__39_d28e1230
in	bv_doc_id__39_d28e1232
Auseicht	bv_doc_id__39_d28e1235
genemmene	bv_doc_id__39_d28e1237
Uebergangsbestimmung	bv_doc_id__39_d28e1239
<g/>
?	
<g/>
§	
12.	bv_doc_id__39_d28e1245
Alle	bv_doc_id__39_d28e1248
Maßnahmen	bv_doc_id__39_d28e1250
insbesondere	bv_doc_id__39_d28e1252
Beschränkungen	bv_doc_id__39_d28e1254
oder	bv_doc_id__39_d28e1256
Erschwerungen	bv_doc_id__39_d28e1258
des	bv_doc_id__39_d28e1261
Verkehrs	bv_doc_id__39_d28e1263
von	bv_doc_id__39_d28e1265
Personen	bv_doc_id__39_d28e1267
oder	bv_doc_id__39_d28e1269
Haren	bv_doc_id__39_d28e1271
innerhalb	bv_doc_id__39_d28e1274
des	bv_doc_id__39_d28e1276
Bundesgebietes	bv_doc_id__39_d28e1278
<g/>
,	
welche	bv_doc_id__39_d28e1282
mit	bv_doc_id__39_d28e1284
den	bv_doc_id__39_d28e1287
in	bv_doc_id__39_d28e1289
den	bv_doc_id__39_d28e1291
Verfassungsgesetzen	bv_doc_id__39_d28e1293
enthaltenen	bv_doc_id__39_d28e1295
Grundsätzen	bv_doc_id__39_d28e1297
in	bv_doc_id__39_d28e1300
Widerspruch	bv_doc_id__39_d28e1302
stehen	bv_doc_id__39_d28e1304
<g/>
,	
treten	bv_doc_id__39_d28e1308
<g/>
,	
soferne	bv_doc_id__39_d28e1313
solche	bv_doc_id__39_d28e1315
Vorschriften	bv_doc_id__39_d28e1317
nicht	bv_doc_id__39_d28e1319
schon	bv_doc_id__39_d28e1321
früher	bv_doc_id__39_d28e1323
ausdrücklich	bv_doc_id__39_d28e1326
aufgehrben	bv_doc_id__39_d28e1328
werden	bv_doc_id__39_d28e1330
<g/>
,	
spätestens	bv_doc_id__39_d28e1334
mit	bv_doc_id__39_d28e1336
l	bv_doc_id__39_d28e1339
<g/>
.	
März	bv_doc_id__39_d28e1343
1920	bv_doc_id__39_d28e1345
außer	bv_doc_id__39_d28e1347
Kraft	bv_doc_id__39_d28e1349
<g/>
.	
«	bv_doc_id__39_d28e1354
Staatssekretär	bv_doc_id__39_d28e1356
Prof	bv_doc_id__39_d28e1358
<g/>
.	
Dr	bv_doc_id__39_d28e1362
<g/>
.	
Mayr	bv_doc_id__39_d28e1367
behält	bv_doc_id__39_d28e1369
sich	bv_doc_id__39_d28e1371
vordaß	bv_doc_id__39_d28e1373
auch	bv_doc_id__39_d28e1375
der	bv_doc_id__39_d28e1378
Minderheitsantrag	bv_doc_id__39_d28e1380
Pink	bv_doc_id__39_d28e1382
vor	bv_doc_id__39_d28e1384
dem	bv_doc_id__39_d28e1386
Ausschuß	bv_doc_id__39_d28e1388
zur	bv_doc_id__39_d28e1391
Abstimmung	bv_doc_id__39_d28e1393
gebracht	bv_doc_id__39_d28e1395
wird	bv_doc_id__39_d28e1397
<g/>
.	
Dr	bv_doc_id__39_d28e1401
<g/>
.	
Ba	bv_doc_id__39_d28e1406
üer	bv_doc_id__39_d28e1408
stellt	bv_doc_id__39_d28e1410
sodann	bv_doc_id__39_d28e1412
fest	bv_doc_id__39_d28e1414
<g/>
,	
daß	bv_doc_id__39_d28e1419
bis	bv_doc_id__39_d28e1421
einschließ	bv_doc_id__39_d28e1423
lich	bv_doc_id__39_d28e1425
Artikel	bv_doc_id__39_d28e1427
6	bv_doc_id__39_d28e1430
a	bv_doc_id__39_d28e1432
keine	bv_doc_id__39_d28e1434
Einwendung	bv_doc_id__39_d28e1436
erheben	bv_doc_id__39_d28e1438
wird	bv_doc_id__39_d28e1440
<g/>
,	
erst	bv_doc_id__39_d28e1445
über	bv_doc_id__39_d28e1447
den	bv_doc_id__39_d28e1449
ersten	bv_doc_id__39_d28e1451
Satz	bv_doc_id__39_d28e1453
des	bv_doc_id__39_d28e1456
Artikels	bv_doc_id__39_d28e1458
1d	bv_doc_id__39_d28e1460
wird	bv_doc_id__39_d28e1462
der	bv_doc_id__39_d28e1464
Ausschuß	bv_doc_id__39_d28e1466
abzustimmen	bv_doc_id__39_d28e1469
haben	bv_doc_id__39_d28e1471
<g/>
.	
Die	bv_doc_id__39_d28e1475
ersten	bv_doc_id__39_d28e1477
drei	bv_doc_id__39_d28e1479
Puakte	bv_doc_id__39_d28e1482
erfahren	bv_doc_id__39_d28e1484
keine	bv_doc_id__39_d28e1486
Aenderung	bv_doc_id__39_d28e1488
<g/>
.	
Nach	bv_doc_id__39_d28e1492
dem	bv_doc_id__39_d28e1495
Hart	bv_doc_id__39_d28e1497
»Länder	bv_doc_id__39_d28e1499
<g/>
,	
des	bv_doc_id__39_d28e1503
4.	bv_doc_id__39_d28e1505
Pinktes	bv_doc_id__39_d28e1508
münscht	bv_doc_id__39_d28e1510
Dr	bv_doc_id__39_d28e1512
<g/>
.	
Danne	bv_doc_id__39_d28e1516
ber&	bv_doc_id__39_d28e1518
die	bv_doc_id__39_d28e1521
Korte	bv_doc_id__39_d28e1523
und	bv_doc_id__39_d28e1525
Gemrinden-	bv_doc_id__39_d28e1527
eingefügt	bv_doc_id__39_d28e1529
<g/>
.	
Auf	bv_doc_id__39_d28e1534
Antrag	bv_doc_id__39_d28e1536
des	bv_doc_id__39_d28e1538
Varsitzenden	bv_doc_id__39_d28e1540
wird	bv_doc_id__39_d28e1542
jedoch	bv_doc_id__39_d28e1544
Rynkt	bv_doc_id__39_d28e1547
3	bv_doc_id__39_d28e1549
nach	bv_doc_id__39_d28e1551
dem	bv_doc_id__39_d28e1553
Wort	bv_doc_id__39_d28e1555
»Menopolwesergeschlossen	bv_doc_id__39_d28e1557
und	bv_doc_id__39_d28e1560
der	bv_doc_id__39_d28e1562
Anschluß	bv_doc_id__39_d28e1564
eines	bv_doc_id__39_d28e1566
eigenen	bv_doc_id__39_d28e1568
Artikels	bv_doc_id__39_d28e1570
beschlossen	bv_doc_id__39_d28e1573
<g/>
.	
Ueber	bv_doc_id__39_d28e1577
die	bv_doc_id__39_d28e1579
Fassung	bv_doc_id__39_d28e1581
bestehen	bv_doc_id__39_d28e1583
Meinungsverschiedenheiten	bv_doc_id__39_d28e1586
<g/>
.	
da	bv_doc_id__39_d28e1590
dis	bv_doc_id__39_d28e1592
Mehrzahl	bv_doc_id__39_d28e1594
sich	bv_doc_id__39_d28e1596
gegen	bv_doc_id__39_d28e1599
eine	bv_doc_id__39_d28e1601
Aufnahme	bv_doc_id__39_d28e1603
allzu	bv_doc_id__39_d28e1605
ausführlicher	bv_doc_id__39_d28e1607
Tinzelheiten	bv_doc_id__39_d28e1609
ausspricht	bv_doc_id__39_d28e1612
<g/>
.	
Würdchdie	bv_doc_id__39_d28e1616
finanziellenBestimmungen	bv_doc_id__39_d28e1618
in	bv_doc_id__39_d28e1620
das	bv_doc_id__39_d28e1622
Verfassungsgesetz	bv_doc_id__39_d28e1625
aufgenommen	bv_doc_id__39_d28e1627
werden	bv_doc_id__39_d28e1629
<g/>
,	
so	bv_doc_id__39_d28e1633
müßte	bv_doc_id__39_d28e1635
es	bv_doc_id__39_d28e1638
ausserordentlich	bv_doc_id__39_d28e1640
mit	bv_doc_id__39_d28e1642
Detarls	bv_doc_id__39_d28e1644
belastet	bv_doc_id__39_d28e1646
werden	bv_doc_id__39_d28e1648
<g/>
.	
Bei	bv_doc_id__39_d28e1653
den	bv_doc_id__39_d28e1655
Beratungen	bv_doc_id__39_d28e1657
behälft	bv_doc_id__39_d28e1659
man	bv_doc_id__39_d28e1661
sich	bv_doc_id__39_d28e1664
mit	bv_doc_id__39_d28e1666
kurzen	bv_doc_id__39_d28e1668
Ausdrücken	bv_doc_id__39_d28e1670
<g/>
;	
im	bv_doc_id__39_d28e1674
Gesetz	bv_doc_id__39_d28e1677
müßtel	bv_doc_id__39_d28e1679
der	bv_doc_id__39_d28e1681
Ausdruck	bv_doc_id__39_d28e1683
<g/>
,	
Nettvertrag	bv_doc_id__39_d28e1687
ebense	bv_doc_id__39_d28e1690
mie	bv_doc_id__39_d28e1692
<g/>
,	
Konsumgunte	bv_doc_id__39_d28e1696
definiert	bv_doc_id__39_d28e1698
verden	bv_doc_id__39_d28e1700
<g/>
,	
Schließlich	bv_doc_id__39_d28e1705
wird	bv_doc_id__39_d28e1707
im	bv_doc_id__39_d28e1709
Sinne	bv_doc_id__39_d28e1711
eines	bv_doc_id__39_d28e1713
Antrages	bv_doc_id__39_d28e1716
des	bv_doc_id__39_d28e1718
Versitzenden	bv_doc_id__39_d28e1720
ein	bv_doc_id__39_d28e1722
neuer	bv_doc_id__39_d28e1724
Artzkel	bv_doc_id__39_d28e1726
12	bv_doc_id__39_d28e1729
a	bv_doc_id__39_d28e1731
eisgeschaltet	bv_doc_id__39_d28e1733
<g/>
:	
Artilel	bv_doc_id__39_d28e1737
12	bv_doc_id__39_d28e1739
2.	bv_doc_id__39_d28e1742
die	bv_doc_id__39_d28e1744
<g/>
(	
2	bv_doc_id__39_d28e1748
<g/>
)	
Bindsssscne	bv_doc_id__39_d28e1752
isi	bv_doc_id__39_d28e1755
die	bv_doc_id__39_d28e1757
Grostzgebung	bv_doc_id__39_d28e1759
und	bv_doc_id__39_d28e1761
Gritzienung	bv_doc_id__39_d28e1763
Miseichtlich	bv_doc_id__39_d28e1765
der	bv_doc_id__39_d28e1768
Begelung	bv_doc_id__39_d28e1770
<g/>
,	
welche	bv_doc_id__39_d28e1774
Aignden	bv_doc_id__39_d28e1776
den	bv_doc_id__39_d28e1778
Bunde	bv_doc_id__39_d28e1781
den	bv_doc_id__39_d28e1783
34	bv_doc_id__39_d28e1785
4-	bv_doc_id__39_d28e1789
ländern	bv_doc_id__39_d28e1791
und	bv_doc_id__39_d28e1794
den	bv_doc_id__39_d28e1796
Gensinden	bv_doc_id__39_d28e1798
zustehen	bv_doc_id__39_d28e1800
<g/>
;	
der	bv_doc_id__39_d28e1804
Regelung	bv_doc_id__39_d28e1807
der	bv_doc_id__39_d28e1809
Arteils	bv_doc_id__39_d28e1811
der	bv_doc_id__39_d28e1813
Länder	bv_doc_id__39_d28e1815
und	bv_doc_id__39_d28e1817
Gemeinden	bv_doc_id__39_d28e1820
an	bv_doc_id__39_d28e1822
den	bv_doc_id__39_d28e1824
Kinnahmen	bv_doc_id__39_d28e1826
des	bv_doc_id__39_d28e1828
Bundes	bv_doc_id__39_d28e1830
und	bv_doc_id__39_d28e1833
der	bv_doc_id__39_d28e1835
Regelung	bv_doc_id__39_d28e1837
der	bv_doc_id__39_d28e1839
Beiträge	bv_doc_id__39_d28e1841
und	bv_doc_id__39_d28e1843
zuschüsse	bv_doc_id__39_d28e1846
aus	bv_doc_id__39_d28e1848
Bundesmittelt	bv_doc_id__39_d28e1850
zu	bv_doc_id__39_d28e1852
ern	bv_doc_id__39_d28e1854
Ausgaben	bv_doc_id__39_d28e1856
der	bv_doc_id__39_d28e1859
Länder	bv_doc_id__39_d28e1861
und	bv_doc_id__39_d28e1863
Gemeinden	bv_doc_id__39_d28e1865
<g/>
.	
<g/>
(	
2	bv_doc_id__39_d28e1872
<g/>
)	
Landessache	bv_doc_id__39_d28e1876
ist	bv_doc_id__39_d28e1878
die	bv_doc_id__39_d28e1880
Gesetzgebung	bv_doc_id__39_d28e1882
undlishtziehung	bv_doc_id__39_d28e1885
hinsichtlich	bv_doc_id__39_d28e1887
der	bv_doc_id__39_d28e1889
Regelung	bv_doc_id__39_d28e1891
<g/>
,	
welche	bv_doc_id__39_d28e1895
Abgeben	bv_doc_id__39_d28e1898
der	bv_doc_id__39_d28e1900
Länder	bv_doc_id__39_d28e1902
den	bv_doc_id__39_d28e1904
Gemeinden	bv_doc_id__39_d28e1906
übertragen	bv_doc_id__39_d28e1908
werden	bv_doc_id__39_d28e1911
<g/>
,	
der	bv_doc_id__39_d28e1915
Regelung	bv_doc_id__39_d28e1917
der	bv_doc_id__39_d28e1919
Anteilnahme	bv_doc_id__39_d28e1921
der	bv_doc_id__39_d28e1924
Gemeinden	bv_doc_id__39_d28e1926
an	bv_doc_id__39_d28e1928
den	bv_doc_id__39_d28e1930
Einnahmen	bv_doc_id__39_d28e1932
der	bv_doc_id__39_d28e1934
Länder	bv_doc_id__39_d28e1937
und	bv_doc_id__39_d28e1939
der	bv_doc_id__39_d28e1941
Regalung	bv_doc_id__39_d28e1943
der	bv_doc_id__39_d28e1945
Beiträge	bv_doc_id__39_d28e1947
und	bv_doc_id__39_d28e1950
Zuschüsse	bv_doc_id__39_d28e1952
