<doc id="bv_doc_id__5" attrs="word lemma type">
Erster	bv_doc_id__5_d38e564
Jänner	bv_doc_id__5_d38e2186
des	bv_doc_id__5_d38e2188
Jahres	bv_doc_id__5_d38e2190
<g/>
,	
in	bv_doc_id__5_d38e2195
welchem	bv_doc_id__5_d38e2197
die	bv_doc_id__5_d38e2199
Wahl	bv_doc_id__5_d38e2201
zur	bv_doc_id__5_d38e2203
Bundesversammlung	bv_doc_id__5_d38e2206
stattfindet	bv_doc_id__5_d38e2208
<g/>
,	
das	bv_doc_id__5_d38e2212
29.	bv_doc_id__5_d38e2214
Lebensjahr	bv_doc_id__5_d38e2216
überschritten	bv_doc_id__5_d38e2219
hat	bv_doc_id__5_d38e2221
<g/>
.	
Vom	bv_doc_id__5_d38e2228
Wahlrecht	bv_doc_id__5_d38e2230
und	bv_doc_id__5_d38e2232
der	bv_doc_id__5_d38e2234
Wählbarkeit	bv_doc_id__5_d38e2236
sind	bv_doc_id__5_d38e2239
ausgeschlossen	bv_doc_id__5_d38e2241
<g/>
:	
<g/>
.	
<g/>
.	
<g/>
.	
<g/>
.	
<g/>
.	
<g/>
.	
<g/>
.	
Die	bv_doc_id__5_d38e2263
Wahlordnung	bv_doc_id__5_d38e2265
für	bv_doc_id__5_d38e2267
die	bv_doc_id__5_d38e2269
Wahl	bv_doc_id__5_d38e2271
zum	bv_doc_id__5_d38e2274
Bundestag	bv_doc_id__5_d38e2276
wird	bv_doc_id__5_d38e2278
in	bv_doc_id__5_d38e2280
einem	bv_doc_id__5_d38e2282
besonderen	bv_doc_id__5_d38e2284
Gesetze	bv_doc_id__5_d38e2287
erlassen	bv_doc_id__5_d38e2289
<g/>
.	
Sie	bv_doc_id__5_d38e2293
bildet	bv_doc_id__5_d38e2295
einen	bv_doc_id__5_d38e2297
Bestandteil	bv_doc_id__5_d38e2300
der	bv_doc_id__5_d38e2302
Bundesverfassung	bv_doc_id__5_d38e2304
<g/>
.	
Art.	bv_doc_id__5_d38e2314
16.	bv_doc_id__5_d38e2316
Die	bv_doc_id__5_d38e2321
Legislaturperiode	bv_doc_id__5_d38e2323
des	bv_doc_id__5_d38e2325
Bundestages	bv_doc_id__5_d38e2327
beträgt	bv_doc_id__5_d38e2329
<g/>
.	
<g/>
.	
<g/>
.	
<g/>
.	
<g/>
.	
<g/>
.	
<g/>
.	
<g/>
.	
Jahre	bv_doc_id__5_d38e2349
vom	bv_doc_id__5_d38e2351
Tage	bv_doc_id__5_d38e2353
ihrer	bv_doc_id__5_d38e2355
ersten	bv_doc_id__5_d38e2358
Einberufung	bv_doc_id__5_d38e2360
an	bv_doc_id__5_d38e2362
gerechnet	bv_doc_id__5_d38e2364
<g/>
.	
Der	bv_doc_id__5_d38e2371
Bundestag	bv_doc_id__5_d38e2373
ist	bv_doc_id__5_d38e2375
alljährlich	bv_doc_id__5_d38e2377
vom	bv_doc_id__5_d38e2379
Bundespräsidenten	bv_doc_id__5_d38e2382
u	bv_doc_id__5_d38e2384
<g/>
.	
zw	bv_doc_id__5_d38e2388
<g/>
.	
im	bv_doc_id__5_d38e2392
<g/>
.	
<g/>
.	
<g/>
.	
einzuberufen	bv_doc_id__5_d38e2401
<g/>
.	
Eine	bv_doc_id__5_d38e2408
Sitzungsperiode	bv_doc_id__5_d38e2410
der	bv_doc_id__5_d38e2412
Bundestage	bv_doc_id__5_d38e2414
darf	bv_doc_id__5_d38e2416
nicht	bv_doc_id__5_d38e2419
länger	bv_doc_id__5_d38e2421
als	bv_doc_id__5_d38e2423
ein	bv_doc_id__5_d38e2425
Jahr	bv_doc_id__5_d38e2427
betragen	bv_doc_id__5_d38e2429
<g/>
.	
Art.	bv_doc_id__5_d38e2442
17.	bv_doc_id__5_d38e2444
Während	bv_doc_id__5_d38e2449
der	bv_doc_id__5_d38e2451
Sitzungsperiode	bv_doc_id__5_d38e2453
kann	bv_doc_id__5_d38e2455
der	bv_doc_id__5_d38e2457
Bundestag	bv_doc_id__5_d38e2460
durch	bv_doc_id__5_d38e2462
einen	bv_doc_id__5_d38e2464
Bundesschluß	bv_doc_id__5_d38e2466
des	bv_doc_id__5_d38e2468
Hauses	bv_doc_id__5_d38e2470
oder	bv_doc_id__5_d38e2473
auf	bv_doc_id__5_d38e2475
Vorschlag	bv_doc_id__5_d38e2477
der	bv_doc_id__5_d38e2479
Bundesregierung	bv_doc_id__5_d38e2481
durch	bv_doc_id__5_d38e2483
den	bv_doc_id__5_d38e2486
Bundespräsidenten	bv_doc_id__5_d38e2488
jedoch	bv_doc_id__5_d38e2490
nur	bv_doc_id__5_d38e2492
einmal	bv_doc_id__5_d38e2494
aus	bv_doc_id__5_d38e2496
de	bv_doc_id__5_d38e2499
m	bv_doc_id__5_d38e2505
selben	bv_doc_id__5_d38e2509
Anlaß	bv_doc_id__5_d38e2511
vertagt	bv_doc_id__5_d38e2513
werden	bv_doc_id__5_d38e2515
<g/>
.	
Die	bv_doc_id__5_d38e2523
Vertagung	bv_doc_id__5_d38e2525
ist	bv_doc_id__5_d38e2527
