<doc id="bv_doc_id__2" attrs="word lemma type">
Erster	bv_doc_id__2_d10e502
Gebiete	bv_doc_id__2_d10e664
der	bv_doc_id__2_d10e667
Länder	bv_doc_id__2_d10e669
im	bv_doc_id__2_d10e671
folgendem	bv_doc_id__2_d10e673
Umfange	bv_doc_id__2_d10e675
<g/>
:	
Niederösterreich	bv_doc_id__2_d10e682
<g/>
:	
<g/>
.	
<g/>
.	
<g/>
.	
<g/>
.	
<g/>
.	
Oberösterreich	bv_doc_id__2_d10e697
<g/>
:	
<g/>
.	
<g/>
.	
<g/>
.	
<g/>
.	
etz	bv_doc_id__2_d10e710
<g/>
.	
Wien	bv_doc_id__2_d10e714
<g/>
:	
Art.	bv_doc_id__2_d10e724
4.	bv_doc_id__2_d10e726
Das	bv_doc_id__2_d10e731
Bundesgebiet	bv_doc_id__2_d10e733
bildet	bv_doc_id__2_d10e735
ein	bv_doc_id__2_d10e737
einheitliches	bv_doc_id__2_d10e739
Zoll-	bv_doc_id__2_d10e742
und	bv_doc_id__2_d10e744
Handelsgebiet	bv_doc_id__2_d10e746
<g/>
.	
Innerhalb	bv_doc_id__2_d10e753
der	bv_doc_id__2_d10e755
Grenzen	bv_doc_id__2_d10e757
des	bv_doc_id__2_d10e759
Bundes	bv_doc_id__2_d10e761
dürfen	bv_doc_id__2_d10e764
keinerlei	bv_doc_id__2_d10e766
Zwischenzollinien	bv_doc_id__2_d10e768
errichtet	bv_doc_id__2_d10e770
werden	bv_doc_id__2_d10e772
<g/>
.	
Art.	bv_doc_id__2_d10e782
5.	bv_doc_id__2_d10e784
Eine	bv_doc_id__2_d10e789
Aenderung	bv_doc_id__2_d10e791
des	bv_doc_id__2_d10e793
Bundesgebietes	bv_doc_id__2_d10e795
<g/>
,	
die	bv_doc_id__2_d10e800
zugleich	bv_doc_id__2_d10e802
Aenderung	bv_doc_id__2_d10e804
eines	bv_doc_id__2_d10e806
Landesgebietes	bv_doc_id__2_d10e808
ist	bv_doc_id__2_d10e810
<g/>
,	
ebenso	bv_doc_id__2_d10e815
eine	bv_doc_id__2_d10e817
Aenderung	bv_doc_id__2_d10e819
der	bv_doc_id__2_d10e821
Landesgrenze	bv_doc_id__2_d10e823
innerhalb	bv_doc_id__2_d10e826
des	bv_doc_id__2_d10e828
Bundesgebietes	bv_doc_id__2_d10e830
<g/>
,	
kann	bv_doc_id__2_d10e834
nur	bv_doc_id__2_d10e836
durch	bv_doc_id__2_d10e839
übereinstimmende	bv_doc_id__2_d10e841
Verfassungsgesetze	bv_doc_id__2_d10e843
des	bv_doc_id__2_d10e845
Bundes	bv_doc_id__2_d10e847
und	bv_doc_id__2_d10e849
desjenigen	bv_doc_id__2_d10e852
Landes	bv_doc_id__2_d10e854
erfolgen	bv_doc_id__2_d10e856
<g/>
,	
dessen	bv_doc_id__2_d10e860
Gebiet	bv_doc_id__2_d10e862
eine	bv_doc_id__2_d10e865
Veränderung	bv_doc_id__2_d10e867
erfährt	bv_doc_id__2_d10e869
<g/>
.	
Art.	bv_doc_id__2_d10e881
6.	bv_doc_id__2_d10e883
Jeder	bv_doc_id__2_d10e888
Landesbürger	bv_doc_id__2_d10e890
ist	bv_doc_id__2_d10e892
Bürger	bv_doc_id__2_d10e894
des	bv_doc_id__2_d10e896
Bundes	bv_doc_id__2_d10e899
<g/>
.	
Die	bv_doc_id__2_d10e906
Landesbürgerschaft	bv_doc_id__2_d10e908
ist	bv_doc_id__2_d10e910
an	bv_doc_id__2_d10e912
die	bv_doc_id__2_d10e914
Heimatsberechtigung	bv_doc_id__2_d10e917
in	bv_doc_id__2_d10e919
der	bv_doc_id__2_d10e921
Gemeinde	bv_doc_id__2_d10e923
eines	bv_doc_id__2_d10e925
Landes	bv_doc_id__2_d10e927
gebunden	bv_doc_id__2_d10e930
<g/>
.	
Art.	bv_doc_id__2_d10e940
7.	bv_doc_id__2_d10e942
Jeder	bv_doc_id__2_d10e947
Bundesangehörige	bv_doc_id__2_d10e949
hat	bv_doc_id__2_d10e951
in	bv_doc_id__2_d10e953
jedem	bv_doc_id__2_d10e955
Lande	bv_doc_id__2_d10e958
des	bv_doc_id__2_d10e960
Bundes	bv_doc_id__2_d10e962
die	bv_doc_id__2_d10e964
gleichen	bv_doc_id__2_d10e966
Rechte	bv_doc_id__2_d10e968
und	bv_doc_id__2_d10e971
Pflichten	bv_doc_id__2_d10e973
wie	bv_doc_id__2_d10e975
die	bv_doc_id__2_d10e977
Angehörigen	bv_doc_id__2_d10e979
der	bv_doc_id__2_d10e981
Länder	bv_doc_id__2_d10e984
selbst	bv_doc_id__2_d10e986
<g/>
.	
Art.	bv_doc_id__2_d10e996
8.	bv_doc_id__2_d10e998
Die	bv_doc_id__2_d10e1003
selbständigen	bv_doc_id__2_d10e1009
Länder	bv_doc_id__2_d10e1013
Niederösterreich	bv_doc_id__2_d10e1015
etz	bv_doc_id__2_d10e1017
<g/>
.	
übertragen	bv_doc_id__2_d10e1022
dem	bv_doc_id__2_d10e1024
Bunde	bv_doc_id__2_d10e1026
ihre	bv_doc_id__2_d10e1028
Staatsgewalt	bv_doc_id__2_d10e1030
in	bv_doc_id__2_d10e1033
den	bv_doc_id__2_d10e1035
folgenden	bv_doc_id__2_d10e1037
Angelegenheiten	bv_doc_id__2_d10e1039
<g/>
:	
1./	bv_doc_id__2_d10e1047
Die	bv_doc_id__2_d10e1052
auswärtigen	bv_doc_id__2_d10e1054
Angelegenheiten	bv_doc_id__2_d10e1056
<g/>
,	
2.	bv_doc_id__2_d10e1063
das	bv_doc_id__2_d10e1068
Militärwesen	bv_doc_id__2_d10e1070
<g/>
,	
3.	bv_doc_id__2_d10e1077
die	bv_doc_id__2_d10e1083
Sicherheitspolizei	bv_doc_id__2_d10e1085
in	bv_doc_id__2_d10e1087
Gemeinden	bv_doc_id__2_d10e1089
bis	bv_doc_id__2_d10e1091
zu	bv_doc_id__2_d10e1094
<g/>
.	
<g/>
.	
<g/>
.	
Einwohnern	bv_doc_id__2_d10e1102
<g/>
;	
die	bv_doc_id__2_d10e1107
Fremdenpolizei	bv_doc_id__2_d10e1109
und	bv_doc_id__2_d10e1111
das	bv_doc_id__2_d10e1113
Passwesen	bv_doc_id__2_d10e1115
<g/>
,	
4.	bv_doc_id__2_d10e1122
die	bv_doc_id__2_d10e1127
Bundesfinanzen	bv_doc_id__2_d10e1129
<g/>
,	
das	bv_doc_id__2_d10e1133
Monopolwesen	bv_doc_id__2_d10e1135
und	bv_doc_id__2_d10e1138
die	bv_doc_id__2_d10e1140
Verwaltung	bv_doc_id__2_d10e1142
der	bv_doc_id__2_d10e1144
Bundesbetriebe	bv_doc_id__2_d10e1146
<g/>
,	
5.	bv_doc_id__2_d10e1153
das	bv_doc_id__2_d10e1158
Zollwesen	bv_doc_id__2_d10e1160
<g/>
,	
Geld-	bv_doc_id__2_d10e1164
und	bv_doc_id__2_d10e1166
Bankwesen	bv_doc_id__2_d10e1169
<g/>
;	
Handel	bv_doc_id__2_d10e1173
<g/>
,	
Gewerbe	bv_doc_id__2_d10e1177
<g/>
,	
Industrie	bv_doc_id__2_d10e1182
und	bv_doc_id__2_d10e1184
Verkehr	bv_doc_id__2_d10e1186
<g/>
,	
Bergwesen	bv_doc_id__2_d10e1190
<g/>
,	
6.	bv_doc_id__2_d10e1197
Mass-	bv_doc_id__2_d10e1203
und	bv_doc_id__2_d10e1205
Gewichtwesen	bv_doc_id__2_d10e1207
<g/>
,	
Punzierungswesen	bv_doc_id__2_d10e1211
<g/>
,	
7.	bv_doc_id__2_d10e1219
Zivil	bv_doc_id__2_d10e1224
und	bv_doc_id__2_d10e1226
Strafjustiz	bv_doc_id__2_d10e1228
<g/>
,	
8.	bv_doc_id__2_d10e1235
Kultus	bv_doc_id__2_d10e1240
und	bv_doc_id__2_d10e1242
Hochschulwesen	bv_doc_id__2_d10e1244
<g/>
,	
9.	bv_doc_id__2_d10e1251
Volksgesundheit	bv_doc_id__2_d10e1257
und	bv_doc_id__2_d10e1259
soziale	bv_doc_id__2_d10e1261
Fürsorge	bv_doc_id__2_d10e1263
<g/>
.	
In	bv_doc_id__2_d10e1272
diesen	bv_doc_id__2_d10e1274
Angelegenheiten	bv_doc_id__2_d10e1276
steht	bv_doc_id__2_d10e1278
dem	bv_doc_id__2_d10e1280
Bunde	bv_doc_id__2_d10e1283
die	bv_doc_id__2_d10e1285
Gesetzgebung	bv_doc_id__2_d10e1287
und	bv_doc_id__2_d10e1289
Vollziehung	bv_doc_id__2_d10e1291
zu	bv_doc_id__2_d10e1293
<g/>
.	
Art.	bv_doc_id__2_d10e1307
9.	bv_doc_id__2_d10e1309
Der	bv_doc_id__2_d10e1314
Gesetzgebung	bv_doc_id__2_d10e1316
des	bv_doc_id__2_d10e1318
Bundes	bv_doc_id__2_d10e1320
ist	bv_doc_id__2_d10e1322
übertragen	bv_doc_id__2_d10e1325
<g/>
:	
1./	bv_doc_id__2_d10e1333
die	bv_doc_id__2_d10e1338
Aenderung	bv_doc_id__2_d10e1340
der	bv_doc_id__2_d10e1342
Bundesverfassung	bv_doc_id__2_d10e1344
<g/>
,	
insbesondere	bv_doc_id__2_d10e1349
auch	bv_doc_id__2_d10e1351
hinsichtlich	bv_doc_id__2_d10e1353
des	bv_doc_id__2_d10e1355
Verhältnisses	bv_doc_id__2_d10e1357
der	bv_doc_id__2_d10e1359
souveränen	bv_doc_id__2_d10e1362
Länder	bv_doc_id__2_d10e1364
zum	bv_doc_id__2_d10e1366
Bunde	bv_doc_id__2_d10e1368
<g/>
,	
2./	bv_doc_id__2_d10e1375
die	bv_doc_id__2_d10e1380
Bestimmung	bv_doc_id__2_d10e1382
der	bv_doc_id__2_d10e1384
Art	bv_doc_id__2_d10e1386
und	bv_doc_id__2_d10e1388
des	bv_doc_id__2_d10e1391
Umfanges	bv_doc_id__2_d10e1393
des	bv_doc_id__2_d10e1395
den	bv_doc_id__2_d10e1397
Ländern	bv_doc_id__2_d10e1399
zustehenden	bv_doc_id__2_d10e1401
Rechtes	bv_doc_id__2_d10e1404
öffentliche	bv_doc_id__2_d10e1406
Abgaben	bv_doc_id__2_d10e1408
abzuschreiben	bv_doc_id__2_d10e1410
und	bv_doc_id__2_d10e1412
einzuheben	bv_doc_id__2_d10e1414
<g/>
.	
3./	bv_doc_id__2_d10e1422
Die	bv_doc_id__2_d10e1428
Regelung	bv_doc_id__2_d10e1430
des	bv_doc_id__2_d10e1432
Staatsbürger-	bv_doc_id__2_d10e1434
und	bv_doc_id__2_d10e1436
Heimatrechtes	bv_doc_id__2_d10e1439
<g/>
.	
4./	bv_doc_id__2_d10e1446
die	bv_doc_id__2_d10e1451
Regelung	bv_doc_id__2_d10e1453
des	bv_doc_id__2_d10e1455
Bevölkerungswesen	bv_doc_id__2_d10e1457
<g/>
,	
5./	bv_doc_id__2_d10e1464
die	bv_doc_id__2_d10e1469
Grundzüge	bv_doc_id__2_d10e1471
der	bv_doc_id__2_d10e1473
Verwaltungsorganisation	bv_doc_id__2_d10e1475
der	bv_doc_id__2_d10e1477
Länder	bv_doc_id__2_d10e1480
<g/>
,	
die	bv_doc_id__2_d10e1484
Regelung	bv_doc_id__2_d10e1486
des	bv_doc_id__2_d10e1488
Administrativverfahrens	bv_doc_id__2_d10e1490
und	bv_doc_id__2_d10e1493
die	bv_doc_id__2_d10e1495
Festsetzung	bv_doc_id__2_d10e1497
der	bv_doc_id__2_d10e1499
allgemeinen	bv_doc_id__2_d10e1501
Grundsätze	bv_doc_id__2_d10e1503
des	bv_doc_id__2_d10e1506
Verwaltungsstrafrechtes	bv_doc_id__2_d10e1508
<g/>
,	
6./	bv_doc_id__2_d10e1515
die	bv_doc_id__2_d10e1521
Feststellung	bv_doc_id__2_d10e1523
der	bv_doc_id__2_d10e1525
Grundsätze	bv_doc_id__2_d10e1527
des	bv_doc_id__2_d10e1529
Wasser	bv_doc_id__2_d10e1532
und	bv_doc_id__2_d10e1534
Elektrizitätsrechtes	bv_doc_id__2_d10e1536
<g/>
.	
Art.	bv_doc_id__2_d10e1548
10.	bv_doc_id__2_d10e1550
Bundesrecht	bv_doc_id__2_d10e1555
bricht	bv_doc_id__2_d10e1557
Landesrecht	bv_doc_id__2_d10e1559
<g/>
.	
Art.	bv_doc_id__2_d10e1569
11.	bv_doc_id__2_d10e1571
Soferne	bv_doc_id__2_d10e1576
eine	bv_doc_id__2_d10e1578
Angelegenheit	bv_doc_id__2_d10e1580
nicht	bv_doc_id__2_d10e1582
ausdrücklich	bv_doc_id__2_d10e1584
durch	bv_doc_id__2_d10e1587
die	bv_doc_id__2_d10e1589
Bundesverfassung	bv_doc_id__2_d10e1591
der	bv_doc_id__2_d10e1593
Gesetzgebung	bv_doc_id__2_d10e1595
oder	bv_doc_id__2_d10e1597
auch	bv_doc_id__2_d10e1600
der	bv_doc_id__2_d10e1602
Vollziehung	bv_doc_id__2_d10e1604
des	bv_doc_id__2_d10e1606
Bundes	bv_doc_id__2_d10e1608
übertragen	bv_doc_id__2_d10e1610
ist	bv_doc_id__2_d10e1613
<g/>
,	
verbleibt	bv_doc_id__2_d10e1617
sie	bv_doc_id__2_d10e1619
im	bv_doc_id__2_d10e1621
Wirkungsbereiche	bv_doc_id__2_d10e1623
der	bv_doc_id__2_d10e1626
Länder	bv_doc_id__2_d10e1628
<g/>
.	
Wo	bv_doc_id__2_d10e1637
der	bv_doc_id__2_d10e1639
Bundesgesetzgebung	bv_doc_id__2_d10e1641
lediglich	bv_doc_id__2_d10e1643
die	bv_doc_id__2_d10e1645
Regelung	bv_doc_id__2_d10e1648
der	bv_doc_id__2_d10e1650
Grundzüge	bv_doc_id__2_d10e1652
vorbehalten	bv_doc_id__2_d10e1654
ist	bv_doc_id__2_d10e1656
<g/>
,	
obliegt	bv_doc_id__2_d10e1661
die	bv_doc_id__2_d10e1663
nähere	bv_doc_id__2_d10e1665
Durchführung	bv_doc_id__2_d10e1667
innerhalb	bv_doc_id__2_d10e1669
des	bv_doc_id__2_d10e1671
bundesgesetzlich	bv_doc_id__2_d10e1674
festgelegten	bv_doc_id__2_d10e1676
Rahmens	bv_doc_id__2_d10e1678
der	bv_doc_id__2_d10e1680
Landesgesetzgebung	bv_doc_id__2_d10e1682
<g/>
.	
Zweiter	bv_doc_id__2_d10e1694
Abschnitt	bv_doc_id__2_d10e1696
<g/>
.	
Von	bv_doc_id__2_d10e1703
der	bv_doc_id__2_d10e1705
Gesetzgebung	bv_doc_id__2_d10e1707
des	bv_doc_id__2_d10e1709
Bundes	bv_doc_id__2_d10e1711
<g/>
.	
A	bv_doc_id__2_d10e1721
<g/>
.)	
Der	bv_doc_id__2_d10e1725
Bundestag	bv_doc_id__2_d10e1727
<g/>
.	
Art.	bv_doc_id__2_d10e1738
12.	bv_doc_id__2_d10e1740
Der	bv_doc_id__2_d10e1745
vom	bv_doc_id__2_d10e1747
ganzen	bv_doc_id__2_d10e1749
Bundesvolke	bv_doc_id__2_d10e1751
Oesterreichs	bv_doc_id__2_d10e1753
gewählte	bv_doc_id__2_d10e1756
Bundestag	bv_doc_id__2_d10e1758
bildet	bv_doc_id__2_d10e1760
zusammen	bv_doc_id__2_d10e1762
mit	bv_doc_id__2_d10e1764
dem	bv_doc_id__2_d10e1766
von	bv_doc_id__2_d10e1769
den	bv_doc_id__2_d10e1771
Landtagen	bv_doc_id__2_d10e1773
gewählten	bv_doc_id__2_d10e1775
Bundesrate	bv_doc_id__2_d10e1777
das	bv_doc_id__2_d10e1779
höchste	bv_doc_id__2_d10e1782
Organ	bv_doc_id__2_d10e1784
des	bv_doc_id__2_d10e1786
Bundes	bv_doc_id__2_d10e1788
<g/>
.	
Eventuell	bv_doc_id__2_d10e1795
<g/>
:	
Art.	bv_doc_id__2_d10e1799
12.	bv_doc_id__2_d10e1801
Die	bv_doc_id__2_d10e1803
gesetzgebende	bv_doc_id__2_d10e1806
Gewalt	bv_doc_id__2_d10e1808
übt	bv_doc_id__2_d10e1810
der	bv_doc_id__2_d10e1812
vom	bv_doc_id__2_d10e1814
ganzen	bv_doc_id__2_d10e1816
Bundesvolke	bv_doc_id__2_d10e1819
Österreichs	bv_doc_id__2_d10e1821
gewählte	bv_doc_id__2_d10e1823
Bundestag	bv_doc_id__2_d10e1825
unter	bv_doc_id__2_d10e1827
Mitwirkung	bv_doc_id__2_d10e1829
des	bv_doc_id__2_d10e1832
Bundesrates	bv_doc_id__2_d10e1834
aus	bv_doc_id__2_d10e1836
<g/>
.	
Art.	bv_doc_id__2_d10e1846
13.	bv_doc_id__2_d10e1848
Der	bv_doc_id__2_d10e1853
Sitz	bv_doc_id__2_d10e1855
des	bv_doc_id__2_d10e1857
Bundestages	bv_doc_id__2_d10e1859
sowie	bv_doc_id__2_d10e1861
des	bv_doc_id__2_d10e1864
Bundesrates	bv_doc_id__2_d10e1866
ist	bv_doc_id__2_d10e1868
die	bv_doc_id__2_d10e1870
Bundeshauptstadt	bv_doc_id__2_d10e1872
Wien	bv_doc_id__2_d10e1874
<g/>
.	
Für	bv_doc_id__2_d10e1886
die	bv_doc_id__2_d10e1890
Dauer	bv_doc_id__2_d10e1892
ausserordentlicher	bv_doc_id__2_d10e1894
Verhältnisse	bv_doc_id__2_d10e1896
kann	bv_doc_id__2_d10e1899
der	bv_doc_id__2_d10e1901
Bundespräsident	bv_doc_id__2_d10e1903
auf	bv_doc_id__2_d10e1905
Antrag	bv_doc_id__2_d10e1907
der	bv_doc_id__2_d10e1909
Bundesregierung	bv_doc_id__2_d10e1912
den	bv_doc_id__2_d10e1914
Bundestag	bv_doc_id__2_d10e1916
und	bv_doc_id__2_d10e1918
Bundesrat	bv_doc_id__2_d10e1920
in	bv_doc_id__2_d10e1922
einen	bv_doc_id__2_d10e1925
anderen	bv_doc_id__2_d10e1927
Ort	bv_doc_id__2_d10e1929
des	bv_doc_id__2_d10e1931
Bundesgebietes	bv_doc_id__2_d10e1933
berufen	bv_doc_id__2_d10e1935
<g/>
.	
Art.	bv_doc_id__2_d10e1946
14.	bv_doc_id__2_d10e1948
Dem	bv_doc_id__2_d10e1953
Bundestage	bv_doc_id__2_d10e1955
obliegt	bv_doc_id__2_d10e1957
im	bv_doc_id__2_d10e1959
Zusammenwirken	bv_doc_id__2_d10e1961
mit	bv_doc_id__2_d10e1964
dem	bv_doc_id__2_d10e1966
Bundesrate	bv_doc_id__2_d10e1968
die	bv_doc_id__2_d10e1970
Gesetzgebung	bv_doc_id__2_d10e1972
des	bv_doc_id__2_d10e1974
Bundes	bv_doc_id__2_d10e1977
<g/>
.	
Eventuell	bv_doc_id__2_d10e1983
fällt	bv_doc_id__2_d10e1985
Abs	bv_doc_id__2_d10e1987
<g/>
.	
1	bv_doc_id__2_d10e1991
weg	bv_doc_id__2_d10e1994
<g/>
.	
Der	bv_doc_id__2_d10e2002
Bundestag	bv_doc_id__2_d10e2004
hat	bv_doc_id__2_d10e2006
das	bv_doc_id__2_d10e2008
Recht	bv_doc_id__2_d10e2010
Krieg	bv_doc_id__2_d10e2013
zu	bv_doc_id__2_d10e2015
erklären	bv_doc_id__2_d10e2017
<g/>
.	
Ein	bv_doc_id__2_d10e2021
solcher	bv_doc_id__2_d10e2023
Beschluss	bv_doc_id__2_d10e2026
bedarf	bv_doc_id__2_d10e2028
auch	bv_doc_id__2_d10e2030
der	bv_doc_id__2_d10e2032
Genehmigung	bv_doc_id__2_d10e2034
des	bv_doc_id__2_d10e2036
Bundesrates	bv_doc_id__2_d10e2039
<g/>
.	
Staatsverträge	bv_doc_id__2_d10e2046
bedürfen	bv_doc_id__2_d10e2048
der	bv_doc_id__2_d10e2050
Genehmigung	bv_doc_id__2_d10e2052
durch	bv_doc_id__2_d10e2054
den	bv_doc_id__2_d10e2057
Bundestag	bv_doc_id__2_d10e2059
und	bv_doc_id__2_d10e2061
den	bv_doc_id__2_d10e2063
Bundesrat	bv_doc_id__2_d10e2065
<g/>
.	
Verwaltungsverträge	bv_doc_id__2_d10e2072
geringerer	bv_doc_id__2_d10e2074
Bedeutung	bv_doc_id__2_d10e2076
<g/>
/	
Regierungsübereinkommen	bv_doc_id__2_d10e2080
<g/>
/	
hat	bv_doc_id__2_d10e2085
lediglich	bv_doc_id__2_d10e2087
die	bv_doc_id__2_d10e2089
Bundesregierung	bv_doc_id__2_d10e2091
zu	bv_doc_id__2_d10e2093
genehmigen	bv_doc_id__2_d10e2096
<g/>
.	
Art.	bv_doc_id__2_d10e2106
15.	bv_doc_id__2_d10e2108
Dem	bv_doc_id__2_d10e2113
Bundestag	bv_doc_id__2_d10e2115
obliegt	bv_doc_id__2_d10e2117
die	bv_doc_id__2_d10e2119
jährliche	bv_doc_id__2_d10e2121
Bewilligung	bv_doc_id__2_d10e2124
des	bv_doc_id__2_d10e2126
Bundesbudgets	bv_doc_id__2_d10e2128
<g/>
,	
die	bv_doc_id__2_d10e2132
Aufnahme	bv_doc_id__2_d10e2134
und	bv_doc_id__2_d10e2137
Konvertierung	bv_doc_id__2_d10e2139
von	bv_doc_id__2_d10e2141
Bundesanleihen	bv_doc_id__2_d10e2143
und	bv_doc_id__2_d10e2145
die	bv_doc_id__2_d10e2147
Erteilung	bv_doc_id__2_d10e2150
des	bv_doc_id__2_d10e2152
Absolutoriums	bv_doc_id__2_d10e2154
an	bv_doc_id__2_d10e2156
die	bv_doc_id__2_d10e2158
Bundesregierung	bv_doc_id__2_d10e2160
auf	bv_doc_id__2_d10e2163
Grund	bv_doc_id__2_d10e2165
des	bv_doc_id__2_d10e2167
geprüften	bv_doc_id__2_d10e2169
und	bv_doc_id__2_d10e2171
gebilligten	bv_doc_id__2_d10e2173
Bundesrechnungsabschlusses	bv_doc_id__2_d10e2176
<g/>
/	
Art....	bv_doc_id__2_d10e2180
<g/>
./.	
Diese	bv_doc_id__2_d10e2186
Beschlüsse	bv_doc_id__2_d10e2189
bedürfen	bv_doc_id__2_d10e2191
der	bv_doc_id__2_d10e2193
Genehmigung	bv_doc_id__2_d10e2195
des	bv_doc_id__2_d10e2197
Bundesrates	bv_doc_id__2_d10e2199
<g/>
.	
Art.	bv_doc_id__2_d10e2211
16.	bv_doc_id__2_d10e2213
Zum	bv_doc_id__2_d10e2218
Bundestag	bv_doc_id__2_d10e2220
werden	bv_doc_id__2_d10e2222
in	bv_doc_id__2_d10e2224
dem	bv_doc_id__2_d10e2226
gesamten	bv_doc_id__2_d10e2229
Bundesgebiet	bv_doc_id__2_d10e2231
<g/>
.	
<g/>
.	
<g/>
.	
Abgeordnete	bv_doc_id__2_d10e2239
auf	bv_doc_id__2_d10e2242
Grund	bv_doc_id__2_d10e2244
des	bv_doc_id__2_d10e2246
gleichen	bv_doc_id__2_d10e2248
<g/>
,	
direkten	bv_doc_id__2_d10e2252
persönlichen	bv_doc_id__2_d10e2255
und	bv_doc_id__2_d10e2257
geheimen	bv_doc_id__2_d10e2259
Wahlrechtes	bv_doc_id__2_d10e2261
aller	bv_doc_id__2_d10e2263
Bundesbürger	bv_doc_id__2_d10e2265
ohne	bv_doc_id__2_d10e2268
Unterschied	bv_doc_id__2_d10e2270
des	bv_doc_id__2_d10e2272
Geschlechtes	bv_doc_id__2_d10e2274
<g/>
,	
die	bv_doc_id__2_d10e2278
vor	bv_doc_id__2_d10e2281
dem	bv_doc_id__2_d10e2283
1.	bv_doc_id__2_d10e2285
Jänner	bv_doc_id__2_d10e2287
d	bv_doc_id__2_d10e2289
<g/>
.	
J	bv_doc_id__2_d10e2294
<g/>
.,	
in	bv_doc_id__2_d10e2298
welchem	bv_doc_id__2_d10e2300
die	bv_doc_id__2_d10e2302
Wahl	bv_doc_id__2_d10e2304
stattfindet	bv_doc_id__2_d10e2307
das	bv_doc_id__2_d10e2309
20.	bv_doc_id__2_d10e2311
Lebensjahr	bv_doc_id__2_d10e2313
überschritten	bv_doc_id__2_d10e2315
haben	bv_doc_id__2_d10e2317
<g/>
,	
nach	bv_doc_id__2_d10e2322
dem	bv_doc_id__2_d10e2324
System	bv_doc_id__2_d10e2326
der	bv_doc_id__2_d10e2328
Verhältniswahl	bv_doc_id__2_d10e2330
gewählt	bv_doc_id__2_d10e2333
<g/>
.	
Wählbar	bv_doc_id__2_d10e2340
ist	bv_doc_id__2_d10e2342
ohne	bv_doc_id__2_d10e2344
Unterschied	bv_doc_id__2_d10e2346
des	bv_doc_id__2_d10e2348
Geschlechtes	bv_doc_id__2_d10e2351
jeder	bv_doc_id__2_d10e2353
wahlberechtigte	bv_doc_id__2_d10e2355
Bundesbürger	bv_doc_id__2_d10e2357
<g/>
,	
der	bv_doc_id__2_d10e2361
vor	bv_doc_id__2_d10e2364
dem	bv_doc_id__2_d10e2366
1.	bv_doc_id__2_d10e2368
Jänner	bv_doc_id__2_d10e2370
des	bv_doc_id__2_d10e2372
Jahres	bv_doc_id__2_d10e2374
<g/>
,	
in	bv_doc_id__2_d10e2379
welchem	bv_doc_id__2_d10e2381
die	bv_doc_id__2_d10e2383
Wahl	bv_doc_id__2_d10e2385
zur	bv_doc_id__2_d10e2387
Bundesversammlung	bv_doc_id__2_d10e2390
stattfindet	bv_doc_id__2_d10e2392
<g/>
,	
das	bv_doc_id__2_d10e2396
29.	bv_doc_id__2_d10e2398
Lebensjahr	bv_doc_id__2_d10e2400
überschritten	bv_doc_id__2_d10e2403
hat	bv_doc_id__2_d10e2405
<g/>
.	
Vom	bv_doc_id__2_d10e2412
Wahlrecht	bv_doc_id__2_d10e2414
und	bv_doc_id__2_d10e2416
der	bv_doc_id__2_d10e2418
Wählbarkeit	bv_doc_id__2_d10e2420
