<doc id="bv_doc_id__3" attrs="word lemma type">
Erster	bv_doc_id__3_d20e504
der	bv_doc_id__3_d20e1510
Länder	bv_doc_id__3_d20e1513
<g/>
,	
die	bv_doc_id__3_d20e1517
Regelung	bv_doc_id__3_d20e1519
des	bv_doc_id__3_d20e1521
Administrativverfahrens	bv_doc_id__3_d20e1523
und	bv_doc_id__3_d20e1526
die	bv_doc_id__3_d20e1528
Festsetzung	bv_doc_id__3_d20e1530
der	bv_doc_id__3_d20e1532
allgemeinen	bv_doc_id__3_d20e1534
Grundsätze	bv_doc_id__3_d20e1536
des	bv_doc_id__3_d20e1539
Verwaltungsstrafrechtes	bv_doc_id__3_d20e1541
<g/>
,	
6	bv_doc_id__3_d20e1548
<g/>
)	
die	bv_doc_id__3_d20e1556
Feststellung	bv_doc_id__3_d20e1558
der	bv_doc_id__3_d20e1560
Grundsätze	bv_doc_id__3_d20e1562
des	bv_doc_id__3_d20e1564
Wasser	bv_doc_id__3_d20e1567
und	bv_doc_id__3_d20e1569
Elektrizitätsrechtes	bv_doc_id__3_d20e1571
<g/>
.	
Art.	bv_doc_id__3_d20e1586
10.	bv_doc_id__3_d20e1588
Bundesrecht	bv_doc_id__3_d20e1593
bricht	bv_doc_id__3_d20e1595
Landesrecht	bv_doc_id__3_d20e1597
<g/>
.	
Art.	bv_doc_id__3_d20e1607
11.	bv_doc_id__3_d20e1609
Soferne	bv_doc_id__3_d20e1614
eine	bv_doc_id__3_d20e1616
Angelegenheit	bv_doc_id__3_d20e1618
nicht	bv_doc_id__3_d20e1620
ausdrücklich	bv_doc_id__3_d20e1622
durch	bv_doc_id__3_d20e1625
die	bv_doc_id__3_d20e1627
Bundesverfassung	bv_doc_id__3_d20e1629
der	bv_doc_id__3_d20e1631
Gesetzgebung	bv_doc_id__3_d20e1633
oder	bv_doc_id__3_d20e1635
auch	bv_doc_id__3_d20e1638
der	bv_doc_id__3_d20e1640
Vollziehung	bv_doc_id__3_d20e1642
des	bv_doc_id__3_d20e1644
Bundes	bv_doc_id__3_d20e1646
übertragen	bv_doc_id__3_d20e1648
ist	bv_doc_id__3_d20e1651
<g/>
,	
verbleibt	bv_doc_id__3_d20e1655
sie	bv_doc_id__3_d20e1657
im	bv_doc_id__3_d20e1659
Wirkungsbereiche	bv_doc_id__3_d20e1661
der	bv_doc_id__3_d20e1664
Länder	bv_doc_id__3_d20e1666
<g/>
.	
Wo	bv_doc_id__3_d20e1673
der	bv_doc_id__3_d20e1675
Bundesgesetzgebung	bv_doc_id__3_d20e1677
lediglich	bv_doc_id__3_d20e1679
die	bv_doc_id__3_d20e1681
Regelung	bv_doc_id__3_d20e1684
der	bv_doc_id__3_d20e1686
Grundzüge	bv_doc_id__3_d20e1688
vorbehalten	bv_doc_id__3_d20e1690
ist	bv_doc_id__3_d20e1692
<g/>
,	
obliegt	bv_doc_id__3_d20e1697
die	bv_doc_id__3_d20e1699
nähere	bv_doc_id__3_d20e1701
Durchführung	bv_doc_id__3_d20e1703
innerhalb	bv_doc_id__3_d20e1705
des	bv_doc_id__3_d20e1707
bundesgesetzlich	bv_doc_id__3_d20e1710
festgelegten	bv_doc_id__3_d20e1712
Rahmens	bv_doc_id__3_d20e1714
der	bv_doc_id__3_d20e1716
Landesgesetzgebung	bv_doc_id__3_d20e1718
<g/>
.	
Zweiter	bv_doc_id__3_d20e1729
Abschnitt	bv_doc_id__3_d20e1731
<g/>
.	
Von	bv_doc_id__3_d20e1738
der	bv_doc_id__3_d20e1740
Gesetzgebung	bv_doc_id__3_d20e1742
des	bv_doc_id__3_d20e1744
Bundes	bv_doc_id__3_d20e1746
<g/>
.	
a	bv_doc_id__3_d20e1756
<g/>
)	
Der	bv_doc_id__3_d20e1760
Bundestag	bv_doc_id__3_d20e1762
<g/>
.	
Art.	bv_doc_id__3_d20e1771
12.	bv_doc_id__3_d20e1773
Der	bv_doc_id__3_d20e1778
vom	bv_doc_id__3_d20e1780
ganzen	bv_doc_id__3_d20e1782
Bundesvolk	bv_doc_id__3_d20e1784
gewählte	bv_doc_id__3_d20e1786
Bundestag	bv_doc_id__3_d20e1789
ist	bv_doc_id__3_d20e1791
das	bv_doc_id__3_d20e1793
höchste	bv_doc_id__3_d20e1795
Organ	bv_doc_id__3_d20e1797
des	bv_doc_id__3_d20e1799
Bundes	bv_doc_id__3_d20e1802
<g/>
.	
Art.	bv_doc_id__3_d20e1812
13.	bv_doc_id__3_d20e1814
Der	bv_doc_id__3_d20e1819
Sitz	bv_doc_id__3_d20e1821
des	bv_doc_id__3_d20e1823
Bundestages	bv_doc_id__3_d20e1825
ist	bv_doc_id__3_d20e1827
die	bv_doc_id__3_d20e1830
Bundeshauptstadt	bv_doc_id__3_d20e1832
Wien	bv_doc_id__3_d20e1834
<g/>
.	
Für	bv_doc_id__3_d20e1841
die	bv_doc_id__3_d20e1843
Dauer	bv_doc_id__3_d20e1845
ausserordentlicher	bv_doc_id__3_d20e1847
Verhältnisse	bv_doc_id__3_d20e1849
kann	bv_doc_id__3_d20e1852
der	bv_doc_id__3_d20e1854
Bundespräsident	bv_doc_id__3_d20e1856
(Art.	bv_doc_id__3_d20e1858
<g/>
.	
<g/>
.	
<g/>
.	
<g/>
.	
der	bv_doc_id__3_d20e1869
Bundesverfassung	bv_doc_id__3_d20e1871
<g/>
)	
auf	bv_doc_id__3_d20e1875
An-	bv_doc_id__3_d20e1878
trag	bv_doc_id__3_d20e1882
der	bv_doc_id__3_d20e1884
Bundesregierung	bv_doc_id__3_d20e1886
den	bv_doc_id__3_d20e1888
Bundestag	bv_doc_id__3_d20e1891
in	bv_doc_id__3_d20e1893
einen	bv_doc_id__3_d20e1895
anderen	bv_doc_id__3_d20e1897
Ort	bv_doc_id__3_d20e1899
des	bv_doc_id__3_d20e1901
Bundesgebietes	bv_doc_id__3_d20e1904
berufen	bv_doc_id__3_d20e1906
<g/>
.	
Art.	bv_doc_id__3_d20e1916
14.	bv_doc_id__3_d20e1918
Dem	bv_doc_id__3_d20e1923
Bundestag	bv_doc_id__3_d20e1925
obliegt	bv_doc_id__3_d20e1927
die	bv_doc_id__3_d20e1929
Gesetzgebung	bv_doc_id__3_d20e1931
des	bv_doc_id__3_d20e1934
Bundes	bv_doc_id__3_d20e1936
<g/>
.	
Der	bv_doc_id__3_d20e1943
Bundestag	bv_doc_id__3_d20e1945
allein	bv_doc_id__3_d20e1947
hat	bv_doc_id__3_d20e1949
das	bv_doc_id__3_d20e1951
Recht	bv_doc_id__3_d20e1954
Krieg	bv_doc_id__3_d20e1956
zu	bv_doc_id__3_d20e1958
erklären	bv_doc_id__3_d20e1960
<g/>
.	
Alle	bv_doc_id__3_d20e1967
Staatsverträge	bv_doc_id__3_d20e1969
bedürfen	bv_doc_id__3_d20e1971
der	bv_doc_id__3_d20e1973
Genehmigung	bv_doc_id__3_d20e1975
durch	bv_doc_id__3_d20e1978
den	bv_doc_id__3_d20e1980
Bundestag	bv_doc_id__3_d20e1982
<g/>
.	
Nur	bv_doc_id__3_d20e1986
Verwaltungsverträge	bv_doc_id__3_d20e1988
geringerer	bv_doc_id__3_d20e1991
Bedeutung	bv_doc_id__3_d20e1993
<g/>
(	
Regierungsübereinkommen	bv_doc_id__3_d20e1997
<g/>
)	
hat	bv_doc_id__3_d20e2001
die	bv_doc_id__3_d20e2004
Bundesregierung	bv_doc_id__3_d20e2006
zu	bv_doc_id__3_d20e2008
genehmigen	bv_doc_id__3_d20e2010
<g/>
.	
Art.	bv_doc_id__3_d20e2020
15.	bv_doc_id__3_d20e2022
Dem	bv_doc_id__3_d20e2027
Bundestag	bv_doc_id__3_d20e2029
allein	bv_doc_id__3_d20e2031
obliegt	bv_doc_id__3_d20e2033
die	bv_doc_id__3_d20e2035
jährliche	bv_doc_id__3_d20e2038
Bewilligung	bv_doc_id__3_d20e2040
des	bv_doc_id__3_d20e2042
Bundesbudgets	bv_doc_id__3_d20e2044
<g/>
,	
die	bv_doc_id__3_d20e2048
Aufnahme	bv_doc_id__3_d20e2051
und	bv_doc_id__3_d20e2053
Konvertierung	bv_doc_id__3_d20e2055
von	bv_doc_id__3_d20e2057
Bundesanleihen	bv_doc_id__3_d20e2059
und	bv_doc_id__3_d20e2061
die	bv_doc_id__3_d20e2064
Erteilung	bv_doc_id__3_d20e2066
des	bv_doc_id__3_d20e2068
Absolutoriums	bv_doc_id__3_d20e2070
an	bv_doc_id__3_d20e2072
die	bv_doc_id__3_d20e2074
Bundesregierung	bv_doc_id__3_d20e2077
auf	bv_doc_id__3_d20e2079
Grund	bv_doc_id__3_d20e2081
des	bv_doc_id__3_d20e2083
geprüften	bv_doc_id__3_d20e2085
und	bv_doc_id__3_d20e2087
gebilligten	bv_doc_id__3_d20e2090
Bundesrechnungsabschlusses	bv_doc_id__3_d20e2092
<g/>
.	
Art.	bv_doc_id__3_d20e2103
16.	bv_doc_id__3_d20e2105
Zum	bv_doc_id__3_d20e2110
Bundestag	bv_doc_id__3_d20e2112
werden	bv_doc_id__3_d20e2114
in	bv_doc_id__3_d20e2116
dem	bv_doc_id__3_d20e2118
gesamten	bv_doc_id__3_d20e2121
Bundesgebiet	bv_doc_id__3_d20e2123
<g/>
.	
<g/>
.	
<g/>
.	
Abgeordnete	bv_doc_id__3_d20e2131
auf	bv_doc_id__3_d20e2134
Bundesgebiet	bv_doc_id__3_d20e2136
<g/>
.	
Grund	bv_doc_id__3_d20e2140
des	bv_doc_id__3_d20e2142
gleichen	bv_doc_id__3_d20e2144
<g/>
,	
direkten	bv_doc_id__3_d20e2149
<g/>
,	
persönlichen	bv_doc_id__3_d20e2153
und	bv_doc_id__3_d20e2155
geheimen	bv_doc_id__3_d20e2157
Wahlrechtes	bv_doc_id__3_d20e2160
aller	bv_doc_id__3_d20e2162
Bundesbürger	bv_doc_id__3_d20e2164
ohne	bv_doc_id__3_d20e2166
Unterschied	bv_doc_id__3_d20e2168
des	bv_doc_id__3_d20e2170
Geschlechts	bv_doc_id__3_d20e2173
die	bv_doc_id__3_d20e2175
vor	bv_doc_id__3_d20e2177
dem	bv_doc_id__3_d20e2179
1.	bv_doc_id__3_d20e2181
Jänner	bv_doc_id__3_d20e2183
d	bv_doc_id__3_d20e2186
<g/>
.	
J	bv_doc_id__3_d20e2190
<g/>
.,	
in	bv_doc_id__3_d20e2194
welchem	bv_doc_id__3_d20e2196
die	bv_doc_id__3_d20e2199
Wahl	bv_doc_id__3_d20e2201
stattfindet	bv_doc_id__3_d20e2203
<g/>
,	
das	bv_doc_id__3_d20e2207
20.	bv_doc_id__3_d20e2209
Lebensjahr	bv_doc_id__3_d20e2212
überschritten	bv_doc_id__3_d20e2218
haben	bv_doc_id__3_d20e2222
<g/>
,	
nach	bv_doc_id__3_d20e2226
dem	bv_doc_id__3_d20e2228
System	bv_doc_id__3_d20e2231
der	bv_doc_id__3_d20e2233
Verhältniswahl	bv_doc_id__3_d20e2235
gewählt	bv_doc_id__3_d20e2237
<g/>
.	
Wählbar	bv_doc_id__3_d20e2246
ist	bv_doc_id__3_d20e2248
ohne	bv_doc_id__3_d20e2250
Unterschied	bv_doc_id__3_d20e2252
des	bv_doc_id__3_d20e2254
Geschlechtes	bv_doc_id__3_d20e2257
jeder	bv_doc_id__3_d20e2259
wahlberechtigte	bv_doc_id__3_d20e2261
Bundesbürger	bv_doc_id__3_d20e2263
<g/>
,	
der	bv_doc_id__3_d20e2267
vor	bv_doc_id__3_d20e2270
dem	bv_doc_id__3_d20e2272
1.	bv_doc_id__3_d20e2274
Jänner	bv_doc_id__3_d20e2276
des	bv_doc_id__3_d20e2278
Jahres	bv_doc_id__3_d20e2280
<g/>
,	
in	bv_doc_id__3_d20e2285
welchem	bv_doc_id__3_d20e2287
die	bv_doc_id__3_d20e2289
Wahl	bv_doc_id__3_d20e2291
zur	bv_doc_id__3_d20e2293
Bundesversammlung	bv_doc_id__3_d20e2296
stattfindet	bv_doc_id__3_d20e2298
<g/>
,	
das	bv_doc_id__3_d20e2302
29.	bv_doc_id__3_d20e2304
Lebensjahr	bv_doc_id__3_d20e2306
überschritten	bv_doc_id__3_d20e2309
hat	bv_doc_id__3_d20e2311
<g/>
.	
Vom	bv_doc_id__3_d20e2318
Wahlrecht	bv_doc_id__3_d20e2320
und	bv_doc_id__3_d20e2322
der	bv_doc_id__3_d20e2324
Wählbarkeit	bv_doc_id__3_d20e2326
sind	bv_doc_id__3_d20e2329
ausgeschlossen	bv_doc_id__3_d20e2331
<g/>
:	
<g/>
.	
<g/>
.	
<g/>
.	
<g/>
.	
Die	bv_doc_id__3_d20e2348
Wahlordnung	bv_doc_id__3_d20e2350
für	bv_doc_id__3_d20e2352
die	bv_doc_id__3_d20e2354
Wahl	bv_doc_id__3_d20e2356
zum	bv_doc_id__3_d20e2359
Bundestag	bv_doc_id__3_d20e2361
wird	bv_doc_id__3_d20e2363
in	bv_doc_id__3_d20e2365
einem	bv_doc_id__3_d20e2367
besonderen	bv_doc_id__3_d20e2369
Gesetze	bv_doc_id__3_d20e2372
erlassen	bv_doc_id__3_d20e2374
<g/>
.	
Sie	bv_doc_id__3_d20e2378
bildet	bv_doc_id__3_d20e2380
einen	bv_doc_id__3_d20e2382
Bestandteil	bv_doc_id__3_d20e2385
der	bv_doc_id__3_d20e2387
Bundesverfassung	bv_doc_id__3_d20e2389
<g/>
.	
Art.	bv_doc_id__3_d20e2399
17.	bv_doc_id__3_d20e2401
Die	bv_doc_id__3_d20e2406
Legislaturperiode	bv_doc_id__3_d20e2408
des	bv_doc_id__3_d20e2410
Bundestages	bv_doc_id__3_d20e2412
beträgt	bv_doc_id__3_d20e2414
<g/>
.	
<g/>
.	
<g/>
.	
Jahre	bv_doc_id__3_d20e2423
vom	bv_doc_id__3_d20e2425
Tage	bv_doc_id__3_d20e2427
seiner	bv_doc_id__3_d20e2430
ersten	bv_doc_id__3_d20e2432
Einberufung	bv_doc_id__3_d20e2434
an	bv_doc_id__3_d20e2436
gerechnet	bv_doc_id__3_d20e2438
<g/>
.	
Der	bv_doc_id__3_d20e2445
Bundestag	bv_doc_id__3_d20e2447
ist	bv_doc_id__3_d20e2449
alljährlich	bv_doc_id__3_d20e2451
vom	bv_doc_id__3_d20e2453
Bundespräsidenten	bv_doc_id__3_d20e2456
<g/>
,	
u	bv_doc_id__3_d20e2460
<g/>
.	
zw	bv_doc_id__3_d20e2464
<g/>
.	
